facility_code,service_category,service_group,service_detail
100000-9,general_services,General Clinical Services,OPD - Outpatient Services
100000-9,general_services,General Clinical Services,IMCI - Integrated Management of
100000-9,general_services,General Clinical Services,Minor Surgical Interventions
100000-9,malaria_diagnosis,Malaria Diagnosis and Treatment,Slide Microscopy
100000-9,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
100000-9,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
100000-9,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
100000-9,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
100000-9,therapeutics,Therapeutics,Dispensing Room
100000-9,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
100000-9,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
100000-9,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-ADD - With Addition Vaccine
100000-9,growth_nutrition,Growth Monitoring / Nutrition Surveillance,PORT - Port Immunization Services
100001-7,general_services,General Clinical Services,OPD - Outpatient Services
100001-7,general_services,General Clinical Services,IMCI - Integrated Management of
100001-7,general_services,General Clinical Services,Nutritional Counseling
100001-7,general_services,General Clinical Services,Minor Surgical Interventions
100001-7,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
100001-7,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
100001-7,malaria_diagnosis,Malaria Diagnosis and Treatment,Treatment of Complicated Malaria
100001-7,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
100001-7,hiv_prevention,HIV/AIDS Prevention,VCT - Voluntary Counseling and Testing
100001-7,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
100001-7,hiv_prevention,HIV/AIDS Prevention,DCT - Diagnostic Counseling and Testing
100001-7,hiv_prevention,HIV/AIDS Prevention,EID - Early Infant Diagnosis
100001-7,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
100001-7,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
100001-7,hiv_prevention,HIV/AIDS Prevention,VMMC - Voluntary Medical Male
100001-7,hiv_prevention,HIV/AIDS Prevention,PEP - Post Exposure Prophylaxis
100001-7,hiv_caretreatment,HIV/AIDS Care and Treatment,HIV/AIDS Care and Treatment
100001-7,hiv_caretreatment,HIV/AIDS Care and Treatment,Both Adult and Pediatric
100001-7,hiv_caretreatment,HIV/AIDS Care and Treatment,HBC - Home and Community Based Care
100001-7,therapeutics,Therapeutics,Dispensing Room
100001-7,health_promotion,Health Promotion and Disease Prevention,Community Mobilization
100001-7,health_promotion,Health Promotion and Disease Prevention,School Health Intervention
100001-7,health_promotion,Health Promotion and Disease Prevention,Psychosocial Support
100001-7,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
100001-7,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
100001-7,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-ADD - With Addition Vaccine
100001-7,growth_nutrition,Growth Monitoring / Nutrition Surveillance,PORT - Port Immunization Services
100001-7,emergency,Emergency Preparedness,Basic Emergency Preparedness
100002-5,general_services,General Clinical Services,OPD - Outpatient Services
100002-5,general_services,General Clinical Services,IMCI - Integrated Management of
100002-5,general_services,General Clinical Services,General Ophthalmology
100002-5,general_services,General Clinical Services,Nutritional Counseling
100002-5,general_services,General Clinical Services,Minor Surgical Interventions
100002-5,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
100002-5,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
100002-5,malaria_diagnosis,Malaria Diagnosis and Treatment,Treatment of Complicated Malaria
100002-5,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
100002-5,hiv_prevention,HIV/AIDS Prevention,VCT - Voluntary Counseling and Testing
100002-5,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
100002-5,hiv_prevention,HIV/AIDS Prevention,EID - Early Infant Diagnosis
100002-5,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
100002-5,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
100002-5,hiv_prevention,HIV/AIDS Prevention,PEP - Post Exposure Prophylaxis
100002-5,hiv_caretreatment,HIV/AIDS Care and Treatment,Both Adult and Pediatric
100002-5,hiv_caretreatment,HIV/AIDS Care and Treatment,HBC - Home and Community Based Care
100002-5,therapeutics,Therapeutics,Dispensing Room
100002-5,health_promotion,Health Promotion and Disease Prevention,Community Mobilization
100002-5,health_promotion,Health Promotion and Disease Prevention,School Health Intervention
100002-5,health_promotion,Health Promotion and Disease Prevention,Psychosocial Support
100002-5,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
100002-5,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
100002-5,emergency,Emergency Preparedness,Basic Emergency Preparedness
100003-3,general_services,General Clinical Services,OPD - Outpatient Services
100003-3,general_services,General Clinical Services,IMCI - Integrated Management of
100003-3,general_services,General Clinical Services,Nutritional Counseling
100003-3,general_services,General Clinical Services,Minor Surgical Interventions
100003-3,general_services,General Clinical Services,Mental Health Services
100003-3,general_services,General Clinical Services,NCD - Other Non-Communicable Disease
100003-3,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
100003-3,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
100003-3,malaria_diagnosis,Malaria Diagnosis and Treatment,Treatment of Complicated Malaria
100003-3,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
100003-3,hiv_prevention,HIV/AIDS Prevention,VCT - Voluntary Counseling and Testing
100003-3,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
100003-3,hiv_prevention,HIV/AIDS Prevention,DCT - Diagnostic Counseling and Testing
100003-3,hiv_prevention,HIV/AIDS Prevention,EID - Early Infant Diagnosis
100003-3,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
100003-3,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
100003-3,hiv_prevention,HIV/AIDS Prevention,PEP - Post Exposure Prophylaxis
100003-3,hiv_caretreatment,HIV/AIDS Care and Treatment,HIV/AIDS Care and Treatment
100003-3,hiv_caretreatment,HIV/AIDS Care and Treatment,Both Adult and Pediatric
100003-3,hiv_caretreatment,HIV/AIDS Care and Treatment,HBC - Home and Community Based Care
100003-3,therapeutics,Therapeutics,Pharmacy
100003-3,therapeutics,Therapeutics,Dispensing Room
100003-3,health_promotion,Health Promotion and Disease Prevention,Epidemiological Surveillance and Response
100003-3,health_promotion,Health Promotion and Disease Prevention,Community Mobilization
100003-3,health_promotion,Health Promotion and Disease Prevention,School Health Intervention
100003-3,health_promotion,Health Promotion and Disease Prevention,Psychosocial Support
100003-3,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
100003-3,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
100003-3,emergency,Emergency Preparedness,Basic Emergency Preparedness
100004-1,general_services,General Clinical Services,OPD - Outpatient Services
100004-1,general_services,General Clinical Services,IMCI - Integrated Management of
100004-1,general_services,General Clinical Services,Minor Surgical Interventions
100004-1,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
100004-1,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
100004-1,malaria_diagnosis,Malaria Diagnosis and Treatment,Treatment of Complicated Malaria
100004-1,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
100004-1,hiv_prevention,HIV/AIDS Prevention,VCT - Voluntary Counseling and Testing
100004-1,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
100004-1,hiv_prevention,HIV/AIDS Prevention,DCT - Diagnostic Counseling and Testing
100004-1,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
100004-1,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
100004-1,hiv_prevention,HIV/AIDS Prevention,PEP - Post Exposure Prophylaxis
100004-1,hiv_caretreatment,HIV/AIDS Care and Treatment,HBC - Home and Community Based Care
100004-1,therapeutics,Therapeutics,Dispensing Room
100004-1,health_promotion,Health Promotion and Disease Prevention,Community Mobilization
100004-1,health_promotion,Health Promotion and Disease Prevention,School Health Intervention
100004-1,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
100004-1,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
100004-1,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-ADD - With Addition Vaccine
100005-8,general_services,General Clinical Services,OPD - Outpatient Services
100005-8,general_services,General Clinical Services,IPD - Inpatient Services
100005-8,general_services,General Clinical Services,IMCI - Integrated Management of
100005-8,general_services,General Clinical Services,Nutritional Counseling
100005-8,general_services,General Clinical Services,Minor Surgical Interventions
100005-8,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
100005-8,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
100005-8,malaria_diagnosis,Malaria Diagnosis and Treatment,Treatment of Complicated Malaria
100005-8,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
100005-8,hiv_prevention,HIV/AIDS Prevention,VCT - Voluntary Counseling and Testing
100005-8,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
100005-8,hiv_prevention,HIV/AIDS Prevention,DCT - Diagnostic Counseling and Testing
100005-8,hiv_prevention,HIV/AIDS Prevention,EID - Early Infant Diagnosis
100005-8,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
100005-8,hiv_prevention,HIV/AIDS Prevention,VMMC - Voluntary Medical Male
100005-8,hiv_prevention,HIV/AIDS Prevention,PEP - Post Exposure Prophylaxis
100005-8,hiv_caretreatment,HIV/AIDS Care and Treatment,HIV/AIDS Care and Treatment
100005-8,hiv_caretreatment,HIV/AIDS Care and Treatment,Ped ART - Pediatric ART Only
100005-8,hiv_caretreatment,HIV/AIDS Care and Treatment,Adult ART - Adult ART Only
100005-8,hiv_caretreatment,HIV/AIDS Care and Treatment,Both Adult and Pediatric
100005-8,hiv_caretreatment,HIV/AIDS Care and Treatment,HBC - Home and Community Based Care
100005-8,therapeutics,Therapeutics,Dispensing Room
100005-8,health_promotion,Health Promotion and Disease Prevention,Community Mobilization
100005-8,health_promotion,Health Promotion and Disease Prevention,School Health Intervention
100005-8,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
100005-8,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
100005-8,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-ADD - With Addition Vaccine
100005-8,emergency,Emergency Preparedness,Basic Emergency Preparedness
100009-0,general_services,General Clinical Services,OPD - Outpatient Services
100009-0,general_services,General Clinical Services,General Ophthalmology
100009-0,general_services,General Clinical Services,Diabetes Care and Treatment
100009-0,malaria_diagnosis,Malaria Diagnosis and Treatment,Slide Microscopy
100009-0,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
100009-0,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
100009-0,therapeutics,Therapeutics,Pharmacy
100009-0,therapeutics,Therapeutics,Dispensing Room
100009-0,radiology,Radiology Services,Ultrasound
100009-0,emergency,Emergency Preparedness,Basic Emergency Preparedness
100010-8,general_services,General Clinical Services,OPD - Outpatient Services
100010-8,general_services,General Clinical Services,IPD - Inpatient Services
100010-8,general_services,General Clinical Services,Diabetes Care and Treatment
100010-8,general_services,General Clinical Services,General Ophthalmology
100010-8,general_services,General Clinical Services,Physiotherapy
100010-8,general_services,General Clinical Services,Nutritional Counseling
100010-8,general_services,General Clinical Services,Major Surgical Interventions
100010-8,general_services,General Clinical Services,Minor Surgical Interventions
100010-8,general_services,General Clinical Services,Mental Health Services
100010-8,malaria_diagnosis,Malaria Diagnosis and Treatment,Slide Microscopy
100010-8,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
100010-8,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
100010-8,malaria_diagnosis,Malaria Diagnosis and Treatment,Treatment of Complicated Malaria
100010-8,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
100010-8,hiv_prevention,HIV/AIDS Prevention,VCT - Voluntary Counseling and Testing
100010-8,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
100010-8,hiv_prevention,HIV/AIDS Prevention,DCT - Diagnostic Counseling and Testing
100010-8,hiv_prevention,HIV/AIDS Prevention,EID - Early Infant Diagnosis
100010-8,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
100010-8,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
100010-8,hiv_prevention,HIV/AIDS Prevention,VMMC - Voluntary Medical Male
100010-8,hiv_prevention,HIV/AIDS Prevention,PEP - Post Exposure Prophylaxis
100010-8,therapeutics,Therapeutics,Pharmacy
100010-8,therapeutics,Therapeutics,Dispensing Room
100010-8,health_promotion,Health Promotion and Disease Prevention,Community Mobilization
100010-8,health_promotion,Health Promotion and Disease Prevention,Psychosocial Support
100010-8,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
100010-8,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
100010-8,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-ADD - With Addition Vaccine
100010-8,diagnostic_services,Diagnostic Services,Laboratory
100010-8,ent_services,ENT Services,ENT Services
100010-8,emergency,Emergency Preparedness,Basic Emergency Preparedness
100011-6,general_services,General Clinical Services,OPD - Outpatient Services
100011-6,general_services,General Clinical Services,IMCI - Integrated Management of
100011-6,general_services,General Clinical Services,Diabetes Care and Treatment
100011-6,general_services,General Clinical Services,Nutritional Counseling
100011-6,general_services,General Clinical Services,Minor Surgical Interventions
100011-6,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
100011-6,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
100011-6,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
100011-6,hiv_prevention,HIV/AIDS Prevention,VCT - Voluntary Counseling and Testing
100011-6,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
100011-6,hiv_prevention,HIV/AIDS Prevention,EID - Early Infant Diagnosis
100011-6,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
100011-6,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
100011-6,hiv_prevention,HIV/AIDS Prevention,PEP - Post Exposure Prophylaxis
100011-6,hiv_caretreatment,HIV/AIDS Care and Treatment,HIV/AIDS Care and Treatment
100011-6,hiv_caretreatment,HIV/AIDS Care and Treatment,Ped ART - Pediatric ART Only
100011-6,hiv_caretreatment,HIV/AIDS Care and Treatment,Adult ART - Adult ART Only
100011-6,hiv_caretreatment,HIV/AIDS Care and Treatment,Both Adult and Pediatric
100011-6,therapeutics,Therapeutics,Dispensing Room
100011-6,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
100011-6,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
100011-6,support_services,Support Services,Ash Pit
100011-6,support_services,Support Services,Placenta Pit
100011-6,support_services,Support Services,Store room
100011-6,support_services,Support Services,Toilets for female patients
100011-6,support_services,Support Services,Toilets for female staff
100011-6,support_services,Support Services,Toilets for Male Patients
100011-6,support_services,Support Services,Toilets for Male Staff
100011-6,ent_services,ENT Services,ENT Services
100011-6,emergency,Emergency Preparedness,Basic Emergency Preparedness
100014-0,general_services,General Clinical Services,OPD - Outpatient Services
100014-0,general_services,General Clinical Services,IMCI - Integrated Management of
100014-0,general_services,General Clinical Services,General Ophthalmology
100014-0,general_services,General Clinical Services,Nutritional Counseling
100014-0,general_services,General Clinical Services,Minor Surgical Interventions
100014-0,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
100014-0,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
100014-0,malaria_diagnosis,Malaria Diagnosis and Treatment,Treatment of Complicated Malaria
100014-0,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
100014-0,hiv_prevention,HIV/AIDS Prevention,VCT - Voluntary Counseling and Testing
100014-0,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
100014-0,hiv_prevention,HIV/AIDS Prevention,EID - Early Infant Diagnosis
100014-0,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
100014-0,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
100014-0,hiv_prevention,HIV/AIDS Prevention,PEP - Post Exposure Prophylaxis
100014-0,hiv_caretreatment,HIV/AIDS Care and Treatment,HIV/AIDS Care and Treatment
100014-0,hiv_caretreatment,HIV/AIDS Care and Treatment,Both Adult and Pediatric
100014-0,therapeutics,Therapeutics,Dispensing Room
100014-0,health_promotion,Health Promotion and Disease Prevention,Epidemiological Surveillance and Response Response
100014-0,health_promotion,Health Promotion and Disease Prevention,Community Mobilization
100014-0,health_promotion,Health Promotion and Disease Prevention,School Health Intervention
100014-0,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
100014-0,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
100014-0,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-ADD - With Addition Vaccine
100015-7,general_services,General Clinical Services,OPD - Outpatient Services
100015-7,general_services,General Clinical Services,IMCI - Integrated Management of
100015-7,general_services,General Clinical Services,Nutritional Counseling
100015-7,general_services,General Clinical Services,Minor Surgical Interventions
100015-7,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
100015-7,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
100015-7,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
100015-7,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
100015-7,hiv_prevention,HIV/AIDS Prevention,DCT - Diagnostic Counseling and Testing
100015-7,hiv_prevention,HIV/AIDS Prevention,EID - Early Infant Diagnosis
100015-7,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
100015-7,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
100015-7,hiv_caretreatment,HIV/AIDS Care and Treatment,HIV/AIDS Care and Treatment
100015-7,hiv_caretreatment,HIV/AIDS Care and Treatment,Ped ART - Pediatric ART Only
100015-7,hiv_caretreatment,HIV/AIDS Care and Treatment,Adult ART - Adult ART Only
100015-7,hiv_caretreatment,HIV/AIDS Care and Treatment,Both Adult and Pediatric
100015-7,therapeutics,Therapeutics,Dispensing Room
100015-7,health_promotion,Health Promotion and Disease Prevention,Community Mobilization
100015-7,health_promotion,Health Promotion and Disease Prevention,School Health Intervention
100015-7,health_promotion,Health Promotion and Disease Prevention,Psychosocial Support
100015-7,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
100015-7,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
100015-7,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-ADD - With Addition Vaccine
100015-7,growth_nutrition,Growth Monitoring / Nutrition Surveillance,PORT - Port Immunization Services
100015-7,emergency,Emergency Preparedness,Basic Emergency Preparedness
100019-9,general_services,General Clinical Services,OPD - Outpatient Services
100019-9,general_services,General Clinical Services,Diabetes Care and Treatment
100019-9,general_services,General Clinical Services,Physiotherapy
100019-9,general_services,General Clinical Services,Minor Surgical Interventions
100019-9,malaria_diagnosis,Malaria Diagnosis and Treatment,Slide Microscopy
100019-9,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
100019-9,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
100019-9,malaria_diagnosis,Malaria Diagnosis and Treatment,Treatment of Complicated Malaria
100019-9,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
100019-9,hiv_prevention,HIV/AIDS Prevention,VCT - Voluntary Counseling and Testing
100019-9,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
100019-9,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
100019-9,hiv_prevention,HIV/AIDS Prevention,VMMC - Voluntary Medical Male
100019-9,hiv_prevention,HIV/AIDS Prevention,PEP - Post Exposure Prophylaxis
100019-9,therapeutics,Therapeutics,Dispensing Room
100019-9,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
100019-9,diagnostic_services,Diagnostic Services,Laboratory
100019-9,emergency,Emergency Preparedness,Basic Emergency Preparedness
100020-7,general_services,General Clinical Services,OPD - Outpatient Services
100020-7,general_services,General Clinical Services,IMCI - Integrated Management of
100020-7,general_services,General Clinical Services,Nutritional Counseling
100020-7,general_services,General Clinical Services,Minor Surgical Interventions
100020-7,malaria_diagnosis,Malaria Diagnosis and Treatment,Slide Microscopy
100020-7,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
100020-7,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
100020-7,therapeutics,Therapeutics,Dispensing Room
100021-5,general_services,General Clinical Services,NCD - Other Non-Communicable Disease
100021-5,general_services,General Clinical Services,Nutritional Counseling
100021-5,general_services,General Clinical Services,Nutritional Rehabilitation
100021-5,general_services,General Clinical Services,OPD - Outpatient Services
100021-5,hiv_prevention,HIV/AIDS Prevention,EID - Early Infant Diagnosis
100021-5,hiv_prevention,HIV/AIDS Prevention,EIMC - Early Infant Male Circumcision
100021-5,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
100021-5,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
100021-5,hiv_prevention,HIV/AIDS Prevention,PREP – Pre Exposure Prophylaxis
100021-5,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
100021-5,hiv_prevention,HIV/AIDS Prevention,VCT - Voluntary Counseling and Testing
100021-5,hiv_prevention,HIV/AIDS Prevention,VMMC - Voluntary Medical Male
100021-5,hiv_caretreatment,HIV/AIDS Care and Treatment,Adult ART - Adult ART Only
100021-5,hiv_caretreatment,HIV/AIDS Care and Treatment,Both Adult and Pediatric
100021-5,hiv_caretreatment,HIV/AIDS Care and Treatment,HBC - Home and Community Based Care
100021-5,hiv_caretreatment,HIV/AIDS Care and Treatment,HIV/AIDS Care and Treatment
100021-5,hiv_caretreatment,HIV/AIDS Care and Treatment,Ped ART - Pediatric ART Only
100024-9,general_services,General Clinical Services,OPD - Outpatient Services
100024-9,general_services,General Clinical Services,IPD - Inpatient Services
100024-9,general_services,General Clinical Services,Minor Surgical Interventions
100024-9,malaria_diagnosis,Malaria Diagnosis and Treatment,Slide Microscopy
100024-9,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
100024-9,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
100024-9,malaria_diagnosis,Malaria Diagnosis and Treatment,Treatment of Complicated Malaria
100024-9,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
100024-9,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
100024-9,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
100024-9,therapeutics,Therapeutics,Dispensing Room
100024-9,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
100024-9,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
100026-4,general_services,General Clinical Services,OPD - Outpatient Services
100026-4,malaria_diagnosis,Malaria Diagnosis and Treatment,Slide Microscopy
100026-4,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
100026-4,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
100026-4,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
100026-4,therapeutics,Therapeutics,Dispensing Room
100026-4,diagnostic_services,Diagnostic Services,Laboratory
100026-4,radiology,Radiology Services,Ultrasound
100026-4,emergency,Emergency Preparedness,Basic Emergency Preparedness
100032-2,general_services,General Clinical Services,OPD - Outpatient Services
100032-2,malaria_diagnosis,Malaria Diagnosis and Treatment,Slide Microscopy
100032-2,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
100032-2,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
100032-2,malaria_diagnosis,Malaria Diagnosis and Treatment,Treatment of Complicated Malaria
100032-2,diagnostic_services,Diagnostic Services,Laboratory
100032-2,emergency,Emergency Preparedness,Basic Emergency Preparedness
100035-5,general_services,General Clinical Services,OPD - Outpatient Services
100035-5,general_services,General Clinical Services,IMCI - Integrated Management of
100035-5,general_services,General Clinical Services,Nutritional Counseling
100035-5,malaria_diagnosis,Malaria Diagnosis and Treatment,Slide Microscopy
100035-5,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
100035-5,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
100035-5,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
100035-5,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
100035-5,hiv_prevention,HIV/AIDS Prevention,DCT - Diagnostic Counseling and Testing
100035-5,hiv_prevention,HIV/AIDS Prevention,EID - Early Infant Diagnosis
100035-5,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
100035-5,hiv_caretreatment,HIV/AIDS Care and Treatment,Both Adult and Pediatric
100035-5,therapeutics,Therapeutics,Dispensing Room
100035-5,health_promotion,Health Promotion and Disease Prevention,Community Mobilization
100035-5,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
100035-5,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
100035-5,diagnostic_services,Diagnostic Services,Laboratory
100039-7,general_services,General Clinical Services,OPD - Outpatient Services
100039-7,general_services,General Clinical Services,IMCI - Integrated Management of
100039-7,general_services,General Clinical Services,Nutritional Rehabilitation
100039-7,malaria_diagnosis,Malaria Diagnosis and Treatment,Slide Microscopy
100039-7,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
100039-7,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
100039-7,malaria_diagnosis,Malaria Diagnosis and Treatment,Treatment of Complicated Malaria
100039-7,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
100039-7,hiv_prevention,HIV/AIDS Prevention,EID - Early Infant Diagnosis
100039-7,therapeutics,Therapeutics,Dispensing Room
100039-7,diagnostic_services,Diagnostic Services,Laboratory
100039-7,emergency,Emergency Preparedness,Basic Emergency Preparedness
100044-7,general_services,General Clinical Services,OPD - Outpatient Services
100044-7,general_services,General Clinical Services,Minor Surgical Interventions
100044-7,general_services,General Clinical Services,Physiotherapy
