facility_code,service_category,service_group,service_detail
101993-4,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
101993-4,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
101993-4,malaria_diagnosis,Malaria Diagnosis and Treatment,Slide Microscopy
101993-4,support_services,Support Services,NA
101993-4,lab_parasitology,Laboratory Service-Parasitology,Malaria Rapid Diagnostic Test (mRDT)
101993-4,lab_parasitology,Laboratory Service-Parasitology,Stool Analysis
101993-4,lab_parasitology,Laboratory Service-Parasitology,Urine Analysis
101993-4,lab_parasitology,Laboratory Service-Parasitology,Urine sedimentation
101995-9,general_services,General Clinical Services,OPD - Outpatient Services
101995-9,general_services,General Clinical Services,IPD - Inpatient Services
101995-9,general_services,General Clinical Services,IMCI - Integrated Management of
101995-9,general_services,General Clinical Services,Nutritional Counseling
101995-9,general_services,General Clinical Services,Minor Surgical Interventions
101995-9,malaria_diagnosis,Malaria Diagnosis and Treatment,Slide Microscopy
101995-9,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
101995-9,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
101995-9,malaria_diagnosis,Malaria Diagnosis and Treatment,Treatment of Complicated Malaria
101995-9,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
101995-9,hiv_prevention,HIV/AIDS Prevention,VCT - Voluntary Counseling and Testing
101995-9,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
101995-9,hiv_prevention,HIV/AIDS Prevention,DCT - Diagnostic Counseling and Testing
101995-9,hiv_prevention,HIV/AIDS Prevention,EID - Early Infant Diagnosis
101995-9,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
101995-9,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
101995-9,hiv_prevention,HIV/AIDS Prevention,VMMC - Voluntary Medical Male
101995-9,hiv_prevention,HIV/AIDS Prevention,PEP - Post Exposure Prophylaxis
101995-9,hiv_caretreatment,HIV/AIDS Care and Treatment,HIV/AIDS Care and Treatment
101995-9,hiv_caretreatment,HIV/AIDS Care and Treatment,Ped ART - Pediatric ART Only
101995-9,hiv_caretreatment,HIV/AIDS Care and Treatment,Adult ART - Adult ART Only
101995-9,hiv_caretreatment,HIV/AIDS Care and Treatment,Both Adult and Pediatric
101995-9,hiv_caretreatment,HIV/AIDS Care and Treatment,HBC - Home and Community Based Care
101995-9,therapeutics,Therapeutics,Pharmacy
101995-9,therapeutics,Therapeutics,Dispensing Room
101995-9,health_promotion,Health Promotion and Disease Prevention,Community Mobilization
101995-9,health_promotion,Health Promotion and Disease Prevention,School Health Intervention
101995-9,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
101995-9,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
101995-9,diagnostic_services,Diagnostic Services,Laboratory
101995-9,support_services,Support Services,Mortuary Services
101996-7,general_services,General Clinical Services,OPD - Outpatient Services
101996-7,general_services,General Clinical Services,IPD - Inpatient Services
101996-7,general_services,General Clinical Services,IMCI - Integrated Management of
101996-7,general_services,General Clinical Services,Diabetes Care and Treatment
101996-7,general_services,General Clinical Services,Nutritional Rehabilitation
101996-7,general_services,General Clinical Services,Nutritional Counseling
101996-7,general_services,General Clinical Services,Major Surgical Interventions
101996-7,general_services,General Clinical Services,Minor Surgical Interventions
101996-7,general_services,General Clinical Services,Mental Health Services
101996-7,malaria_diagnosis,Malaria Diagnosis and Treatment,Slide Microscopy
101996-7,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
101996-7,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
101996-7,malaria_diagnosis,Malaria Diagnosis and Treatment,Treatment of Complicated Malaria
101996-7,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
101996-7,hiv_prevention,HIV/AIDS Prevention,VCT - Voluntary Counseling and Testing
101996-7,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
101996-7,hiv_prevention,HIV/AIDS Prevention,DCT - Diagnostic Counseling and Testing
101996-7,hiv_prevention,HIV/AIDS Prevention,EID - Early Infant Diagnosis
101996-7,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
101996-7,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
101996-7,hiv_prevention,HIV/AIDS Prevention,VMMC - Voluntary Medical Male
101996-7,hiv_prevention,HIV/AIDS Prevention,PEP - Post Exposure Prophylaxis
101996-7,hiv_caretreatment,HIV/AIDS Care and Treatment,HIV/AIDS Care and Treatment
101996-7,hiv_caretreatment,HIV/AIDS Care and Treatment,Both Adult and Pediatric
101996-7,hiv_caretreatment,HIV/AIDS Care and Treatment,HBC - Home and Community Based Care
101996-7,therapeutics,Therapeutics,Pharmacy
101996-7,therapeutics,Therapeutics,Dispensing Room
101996-7,health_promotion,Health Promotion and Disease Prevention,Epidemiological Surveillance and Response
101996-7,health_promotion,Health Promotion and Disease Prevention,Community Mobilization
101996-7,health_promotion,Health Promotion and Disease Prevention,School Health Intervention
101996-7,health_promotion,Health Promotion and Disease Prevention,Psychosocial Support
101996-7,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
101996-7,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
101996-7,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-ADD - With Addition Vaccine
101996-7,growth_nutrition,Growth Monitoring / Nutrition Surveillance,PORT - Port Immunization Services
101996-7,diagnostic_services,Diagnostic Services,Laboratory
101996-7,support_services,Support Services,Kitchen Services
101997-5,general_services,General Clinical Services,OPD - Outpatient Services
101997-5,general_services,General Clinical Services,IMCI - Integrated Management of
101997-5,general_services,General Clinical Services,Nutritional Counseling
101997-5,general_services,General Clinical Services,Minor Surgical Interventions
101997-5,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
101997-5,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
101997-5,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
101997-5,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
101997-5,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
101997-5,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
101997-5,therapeutics,Therapeutics,Dispensing Room
101997-5,health_promotion,Health Promotion and Disease Prevention,Epidemiological Surveillance and Response
101997-5,health_promotion,Health Promotion and Disease Prevention,Community Mobilization
101997-5,health_promotion,Health Promotion and Disease Prevention,School Health Intervention
101997-5,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
101997-5,emergency,Emergency Preparedness,Basic Emergency Preparedness
101998-3,general_services,General Clinical Services,OPD - Outpatient Services
101998-3,general_services,General Clinical Services,IMCI - Integrated Management of
101998-3,general_services,General Clinical Services,Nutritional Rehabilitation
101998-3,general_services,General Clinical Services,Nutritional Counseling
101998-3,general_services,General Clinical Services,Minor Surgical Interventions
101998-3,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
101998-3,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
101998-3,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
101998-3,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
101998-3,hiv_prevention,HIV/AIDS Prevention,DCT - Diagnostic Counseling and Testing
101998-3,hiv_prevention,HIV/AIDS Prevention,EID - Early Infant Diagnosis
101998-3,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
101998-3,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
101998-3,health_promotion,Health Promotion and Disease Prevention,Epidemiological Surveillance and Response
101998-3,health_promotion,Health Promotion and Disease Prevention,Community Mobilization
101998-3,health_promotion,Health Promotion and Disease Prevention,School Health Intervention
101998-3,health_promotion,Health Promotion and Disease Prevention,Psychosocial Support
101998-3,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
101998-3,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
101998-3,diagnostic_services,Diagnostic Services,Laboratory
101998-3,emergency,Emergency Preparedness,Basic Emergency Preparedness
101999-1,general_services,General Clinical Services,OPD - Outpatient Services
101999-1,general_services,General Clinical Services,IMCI - Integrated Management of
101999-1,general_services,General Clinical Services,Nutritional Counseling
101999-1,general_services,General Clinical Services,Minor Surgical Interventions
101999-1,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
101999-1,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
101999-1,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
101999-1,hiv_prevention,HIV/AIDS Prevention,VCT - Voluntary Counseling and Testing
101999-1,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
101999-1,hiv_prevention,HIV/AIDS Prevention,EID - Early Infant Diagnosis
101999-1,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
101999-1,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
101999-1,hiv_prevention,HIV/AIDS Prevention,VMMC - Voluntary Medical Male
101999-1,hiv_prevention,HIV/AIDS Prevention,PEP - Post Exposure Prophylaxis
101999-1,hiv_caretreatment,HIV/AIDS Care and Treatment,Both Adult and Pediatric
101999-1,hiv_caretreatment,HIV/AIDS Care and Treatment,HBC - Home and Community Based Care
101999-1,therapeutics,Therapeutics,Dispensing Room
101999-1,health_promotion,Health Promotion and Disease Prevention,Community Mobilization
101999-1,health_promotion,Health Promotion and Disease Prevention,School Health Intervention
101999-1,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
101999-1,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
101999-1,emergency,Emergency Preparedness,Basic Emergency Preparedness
102000-7,general_services,General Clinical Services,OPD - Outpatient Services
102000-7,general_services,General Clinical Services,IMCI - Integrated Management of
102000-7,general_services,General Clinical Services,Minor Surgical Interventions
102000-7,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
102000-7,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
102000-7,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
102000-7,hiv_prevention,HIV/AIDS Prevention,VCT - Voluntary Counseling and Testing
102000-7,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
102000-7,hiv_prevention,HIV/AIDS Prevention,DCT - Diagnostic Counseling and Testing
102000-7,hiv_prevention,HIV/AIDS Prevention,EID - Early Infant Diagnosis
102000-7,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
102000-7,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
102000-7,hiv_prevention,HIV/AIDS Prevention,PEP - Post Exposure Prophylaxis
102000-7,hiv_caretreatment,HIV/AIDS Care and Treatment,HIV/AIDS Care and Treatment
102000-7,hiv_caretreatment,HIV/AIDS Care and Treatment,Both Adult and Pediatric
102000-7,hiv_caretreatment,HIV/AIDS Care and Treatment,HBC - Home and Community Based Care
102000-7,therapeutics,Therapeutics,Dispensing Room
102000-7,health_promotion,Health Promotion and Disease Prevention,Community Mobilization
102000-7,health_promotion,Health Promotion and Disease Prevention,School Health Intervention
102000-7,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
102000-7,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
102001-5,general_services,General Clinical Services,OPD - Outpatient Services
102001-5,general_services,General Clinical Services,IMCI - Integrated Management of
102001-5,general_services,General Clinical Services,Nutritional Counseling
102001-5,general_services,General Clinical Services,Minor Surgical Interventions
102001-5,general_services,General Clinical Services,Mental Health Services
102001-5,malaria_diagnosis,Malaria Diagnosis and Treatment,Slide Microscopy
102001-5,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
102001-5,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
102001-5,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
102001-5,hiv_prevention,HIV/AIDS Prevention,VCT - Voluntary Counseling and Testing
102001-5,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
102001-5,hiv_prevention,HIV/AIDS Prevention,DCT - Diagnostic Counseling and Testing
102001-5,hiv_prevention,HIV/AIDS Prevention,EID - Early Infant Diagnosis
102001-5,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
102001-5,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
102001-5,hiv_prevention,HIV/AIDS Prevention,PEP - Post Exposure Prophylaxis
102001-5,hiv_caretreatment,HIV/AIDS Care and Treatment,HIV/AIDS Care and Treatment
102001-5,hiv_caretreatment,HIV/AIDS Care and Treatment,Ped ART - Pediatric ART Only
102001-5,hiv_caretreatment,HIV/AIDS Care and Treatment,HBC - Home and Community Based Care
102001-5,therapeutics,Therapeutics,Dispensing Room
102001-5,health_promotion,Health Promotion and Disease Prevention,Epidemiological Surveillance and Response
102001-5,health_promotion,Health Promotion and Disease Prevention,Community Mobilization
102001-5,health_promotion,Health Promotion and Disease Prevention,School Health Intervention
102001-5,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
102001-5,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
102001-5,diagnostic_services,Diagnostic Services,Laboratory
102001-5,emergency,Emergency Preparedness,Basic Emergency Preparedness
102002-3,general_services,General Clinical Services,OPD - Outpatient Services
102002-3,general_services,General Clinical Services,IMCI - Integrated Management of
102002-3,general_services,General Clinical Services,Nutritional Counseling
102002-3,general_services,General Clinical Services,Minor Surgical Interventions
102002-3,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
102002-3,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
102002-3,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
102002-3,hiv_prevention,HIV/AIDS Prevention,VCT - Voluntary Counseling and Testing
102002-3,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
102002-3,hiv_prevention,HIV/AIDS Prevention,DCT - Diagnostic Counseling and Testing
102002-3,hiv_prevention,HIV/AIDS Prevention,EID - Early Infant Diagnosis
102002-3,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
102002-3,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
102002-3,hiv_caretreatment,HIV/AIDS Care and Treatment,Ped ART - Pediatric ART Only
102002-3,hiv_caretreatment,HIV/AIDS Care and Treatment,Both Adult and Pediatric
102002-3,hiv_caretreatment,HIV/AIDS Care and Treatment,HBC - Home and Community Based Care
102002-3,therapeutics,Therapeutics,Dispensing Room
102002-3,health_promotion,Health Promotion and Disease Prevention,Community Mobilization
102002-3,health_promotion,Health Promotion and Disease Prevention,School Health Intervention
102002-3,health_promotion,Health Promotion and Disease Prevention,Psychosocial Support
102002-3,emergency,Emergency Preparedness,Basic Emergency Preparedness
102003-1,general_services,General Clinical Services,OPD - Outpatient Services
102003-1,general_services,General Clinical Services,Nutritional Counseling
102003-1,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
102003-1,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
102003-1,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
102003-1,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
102003-1,hiv_caretreatment,HIV/AIDS Care and Treatment,Both Adult and Pediatric
102003-1,therapeutics,Therapeutics,Dispensing Room
102003-1,health_promotion,Health Promotion and Disease Prevention,Psychosocial Support
102003-1,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
102003-1,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
102003-1,diagnostic_services,Diagnostic Services,Laboratory
102003-1,emergency,Emergency Preparedness,Basic Emergency Preparedness
102004-9,general_services,General Clinical Services,OPD - Outpatient Services
102004-9,general_services,General Clinical Services,IMCI - Integrated Management of
102004-9,general_services,General Clinical Services,Nutritional Counseling
102004-9,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
102004-9,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
102004-9,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
102004-9,hiv_prevention,HIV/AIDS Prevention,VCT - Voluntary Counseling and Testing
102004-9,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
102004-9,hiv_prevention,HIV/AIDS Prevention,DCT - Diagnostic Counseling and Testing
102004-9,hiv_prevention,HIV/AIDS Prevention,EID - Early Infant Diagnosis
102004-9,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
102004-9,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
102004-9,hiv_prevention,HIV/AIDS Prevention,PEP - Post Exposure Prophylaxis
102004-9,hiv_caretreatment,HIV/AIDS Care and Treatment,HIV/AIDS Care and Treatment
102004-9,hiv_caretreatment,HIV/AIDS Care and Treatment,Ped ART - Pediatric ART Only
102004-9,hiv_caretreatment,HIV/AIDS Care and Treatment,HBC - Home and Community Based Care
102004-9,therapeutics,Therapeutics,Dispensing Room
102004-9,health_promotion,Health Promotion and Disease Prevention,Epidemiological Surveillance and Response
102004-9,health_promotion,Health Promotion and Disease Prevention,Community Mobilization
102004-9,health_promotion,Health Promotion and Disease Prevention,School Health Intervention
102004-9,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
102004-9,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
102004-9,emergency,Emergency Preparedness,Basic Emergency Preparedness
102005-6,general_services,General Clinical Services,OPD - Outpatient Services
102005-6,general_services,General Clinical Services,Minor Surgical Interventions
102005-6,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
102005-6,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
102005-6,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
102005-6,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
102005-6,hiv_prevention,HIV/AIDS Prevention,EID - Early Infant Diagnosis
102005-6,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
102005-6,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
102005-6,hiv_prevention,HIV/AIDS Prevention,PEP - Post Exposure Prophylaxis
102005-6,hiv_caretreatment,HIV/AIDS Care and Treatment,Both Adult and Pediatric
102005-6,therapeutics,Therapeutics,Dispensing Room
102005-6,health_promotion,Health Promotion and Disease Prevention,Community Mobilization
102005-6,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
102005-6,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
102007-2,general_services,General Clinical Services,OPD - Outpatient Services
102007-2,general_services,General Clinical Services,IPD - Inpatient Services
102007-2,general_services,General Clinical Services,IMCI - Integrated Management of
102007-2,general_services,General Clinical Services,Diabetes Care and Treatment
102007-2,general_services,General Clinical Services,Physiotherapy
102007-2,general_services,General Clinical Services,Nutritional Rehabilitation
102007-2,general_services,General Clinical Services,Nutritional Counseling
102007-2,general_services,General Clinical Services,Major Surgical Interventions
102007-2,general_services,General Clinical Services,Minor Surgical Interventions
102007-2,malaria_diagnosis,Malaria Diagnosis and Treatment,Slide Microscopy
102007-2,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
102007-2,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
102007-2,malaria_diagnosis,Malaria Diagnosis and Treatment,Treatment of Complicated Malaria
102007-2,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
102007-2,hiv_prevention,HIV/AIDS Prevention,VCT - Voluntary Counseling and Testing
102007-2,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
102007-2,hiv_prevention,HIV/AIDS Prevention,DCT - Diagnostic Counseling and Testing
102007-2,hiv_prevention,HIV/AIDS Prevention,EID - Early Infant Diagnosis
102007-2,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
102007-2,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
102007-2,hiv_prevention,HIV/AIDS Prevention,VMMC - Voluntary Medical Male
102007-2,hiv_prevention,HIV/AIDS Prevention,PEP - Post Exposure Prophylaxis
102007-2,hiv_caretreatment,HIV/AIDS Care and Treatment,HIV/AIDS Care and Treatment
102007-2,hiv_caretreatment,HIV/AIDS Care and Treatment,Ped ART - Pediatric ART Only
102007-2,hiv_caretreatment,HIV/AIDS Care and Treatment,Adult ART - Adult ART Only
102007-2,hiv_caretreatment,HIV/AIDS Care and Treatment,Both Adult and Pediatric
102007-2,hiv_caretreatment,HIV/AIDS Care and Treatment,HBC - Home and Community Based Care
102007-2,therapeutics,Therapeutics,Pharmacy
102007-2,therapeutics,Therapeutics,Dispensing Room
102007-2,health_promotion,Health Promotion and Disease Prevention,Epidemiological Surveillance and Response
102007-2,health_promotion,Health Promotion and Disease Prevention,Community Mobilization
102007-2,health_promotion,Health Promotion and Disease Prevention,School Health Intervention
102007-2,health_promotion,Health Promotion and Disease Prevention,Psychosocial Support
102007-2,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
102007-2,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
102007-2,diagnostic_services,Diagnostic Services,Laboratory
102007-2,support_services,Support Services,Mortuary Services
102007-2,emergency,Emergency Preparedness,Basic Emergency Preparedness
102007-2,emergency,Emergency Preparedness,Comprehensive Emergency Preparedness
102008-0,general_services,General Clinical Services,OPD - Outpatient Services
102008-0,general_services,General Clinical Services,IMCI - Integrated Management of
102008-0,general_services,General Clinical Services,Nutritional Counseling
102008-0,general_services,General Clinical Services,Minor Surgical Interventions
102008-0,malaria_diagnosis,Malaria Diagnosis and Treatment,Slide Microscopy
102008-0,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
102008-0,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
102008-0,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
102008-0,hiv_prevention,HIV/AIDS Prevention,VCT - Voluntary Counseling and Testing
102008-0,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
102008-0,hiv_prevention,HIV/AIDS Prevention,DCT - Diagnostic Counseling and Testing
102008-0,hiv_prevention,HIV/AIDS Prevention,EID - Early Infant Diagnosis
102008-0,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
102008-0,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
102008-0,hiv_prevention,HIV/AIDS Prevention,PEP - Post Exposure Prophylaxis
102008-0,hiv_caretreatment,HIV/AIDS Care and Treatment,HIV/AIDS Care and Treatment
102008-0,hiv_caretreatment,HIV/AIDS Care and Treatment,Ped ART - Pediatric ART Only
102008-0,hiv_caretreatment,HIV/AIDS Care and Treatment,Adult ART - Adult ART Only
102008-0,hiv_caretreatment,HIV/AIDS Care and Treatment,Both Adult and Pediatric
102008-0,hiv_caretreatment,HIV/AIDS Care and Treatment,HBC - Home and Community Based Care
102008-0,therapeutics,Therapeutics,Dispensing Room
102008-0,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
102008-0,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
102008-0,diagnostic_services,Diagnostic Services,Laboratory
102008-0,emergency,Emergency Preparedness,Basic Emergency Preparedness
102010-6,general_services,General Clinical Services,OPD - Outpatient Services
102010-6,general_services,General Clinical Services,Nutritional Counseling
102010-6,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
102010-6,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
102010-6,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
102010-6,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
102010-6,hiv_caretreatment,HIV/AIDS Care and Treatment,HIV/AIDS Care and Treatment
102010-6,hiv_caretreatment,HIV/AIDS Care and Treatment,Adult ART - Adult ART Only
102010-6,therapeutics,Therapeutics,Dispensing Room
102010-6,health_promotion,Health Promotion and Disease Prevention,Community Mobilization
102010-6,health_promotion,Health Promotion and Disease Prevention,School Health Intervention
102010-6,health_promotion,Health Promotion and Disease Prevention,Psychosocial Support
102010-6,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
102010-6,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
102011-4,general_services,General Clinical Services,OPD - Outpatient Services
102011-4,general_services,General Clinical Services,IMCI - Integrated Management of
102011-4,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
102011-4,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
102011-4,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
102011-4,hiv_prevention,HIV/AIDS Prevention,VCT - Voluntary Counseling and Testing
102011-4,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
102011-4,hiv_prevention,HIV/AIDS Prevention,EID - Early Infant Diagnosis
102011-4,hiv_prevention,HIV/AIDS Prevention,PMTCT - ANC (ANC PMTCT)
102011-4,hiv_prevention,HIV/AIDS Prevention,PMTCT - Maternity (MAT PMTCT)
102011-4,hiv_prevention,HIV/AIDS Prevention,PEP - Post Exposure Prophylaxis
102011-4,therapeutics,Therapeutics,Dispensing Room
102011-4,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
102012-2,general_services,General Clinical Services,Nutritional Counseling
102012-2,general_services,General Clinical Services,Minor Surgical Interventions
102012-2,malaria_diagnosis,Malaria Diagnosis and Treatment,mRDT - Rapid Diagnostic Tests
102012-2,malaria_diagnosis,Malaria Diagnosis and Treatment,First Line Treatment
102012-2,hiv_prevention,HIV/AIDS Prevention,STI - Management of Sexually Transmitted
102012-2,hiv_prevention,HIV/AIDS Prevention,VCT - Voluntary Counseling and Testing
102012-2,hiv_prevention,HIV/AIDS Prevention,PITC - Provider Initiated Testing And
102012-2,hiv_caretreatment,HIV/AIDS Care and Treatment,HIV/AIDS Care and Treatment
102012-2,hiv_caretreatment,HIV/AIDS Care and Treatment,Both Adult and Pediatric
102012-2,therapeutics,Therapeutics,Dispensing Room
102012-2,health_promotion,Health Promotion and Disease Prevention,Community Mobilization
102012-2,health_promotion,Health Promotion and Disease Prevention,School Health Intervention
102012-2,growth_nutrition,Growth Monitoring / Nutrition Surveillance,Vaccination
102012-2,growth_nutrition,Growth Monitoring / Nutrition Surveillance,IMM-BASIC - Basic Immunization
102013-0,general_services,General Clinical Services,OPD - Outpatient Services
102013-0,general_services,General Clinical Services,IPD - Inpatient Services
