Facility ID,Facility Name,Facility Type,Ownership,Operational Status,Province,District,Services
3161,Munkumpu Mini Hospital,Health Centre,MOH,Functional,Copperbelt,Mpongwe,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
4452,Ngoli Min Hospital,Health Centre,MOH,Functional,Northern,Mungwi,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
4164,Kawama East Mini Hospital,Health Centre,MOH,Functional,Copperbelt,Mufulira,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Dental; Laboratory Services; Public Health Services; ART & VMMC"
4383,Kanongesha Mini Hospital,Health Centre,MOH,Functional,North-Western,Mwinilunga,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; ART & VMMC; Public Health Services; Dental; Laboratory Services"
4385,Chisengisengi Mini Hospital,Health Centre,MOH,Functional,North-Western,Mwinilunga,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Dental; Laboratory Services; Public Health Services; ART & VMMC"
4214,Misisi Mini  Women and Newborn Hospital,Health Centre,MOH,Functional,Lusaka,Lusaka,"Public Health Services; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); ART & VMMC; Maternity; Dental; Laboratory Services; General Practice Consultation & Treatment"
2493,St Francis Rural Health Centre,Health Centre,Faith Based,Functional,North-Western,Solwezi,N/A
4389,Dambwa Central Mini Hospital,Health Centre,MOH,Functional,Southern,Livingstone,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
4461,Luchembe Mini Hospital,Health Centre,MOH,Functional,Muchinga,Kanchibiya,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
2633,Chasefu Mini Hospital,Health Centre,MOH,Functional,Eastern,Chasefu,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
2247,Section 25 Mini Hospital,Health Centre,MOH,Functional,Copperbelt,Luanshya,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
4462,Mpepo Mini Hospital,Health Centre,MOH,Functional,Muchinga,Kanchibiya,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
3678,Arthur Wina Memorial Hospital,Health Centre,Faith Based,Functional,Western,Nalolo,N/A
4147,Chipalo  Mini Hospital,Health Centre,MOH,Functional,Northern,Luwingu,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
4081,Lutaba Mini Hospital,Health Centre,MOH,Functional,Western,Mwandi,"Dental; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Laboratory Services; Public Health Services; ART & VMMC"
1059,Katima Mulilo Mini Hospital,Health Centre,MOH,Functional,Western,Sesheke,"Laboratory Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Public Health Services; ART & VMMC"
4149,Tungati Mini Hospital,Health Centre,MOH,Functional,Northern,Luwingu,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
4453,Chimbola Mini Hospital,Health Centre,MOH,Functional,Northern,Mungwi,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); ART & VMMC; Dental; Laboratory Services; Public Health Services"
4407,Habulile Mini Hospital,Health Centre,MOH,Functional,Southern,Kalomo,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
3655,Royal Palm Hospital,Health Centre,Private,Functional,Lusaka,Chilanga,N/A
1951,Katete Boma Mini Hospital,Health Centre,MOH,Functional,Eastern,Katete,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
1612,Nakachenje Health Centre,Health Centre,MOH,Functional,Lusaka,Chilanga,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); General Practice Consultation & Treatment; Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC"
2061,Chipata Trades Mini Hospital,Health Centre,MOH,Functional,Eastern,Chipata,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
4410,Kasenga Mini Hospital,Health Centre,MOH,Functional,Eastern,Chipangali,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
2307,Hilltop Hospital,Health Centre,Private,Functional,Copperbelt,Ndola,N/A
2446,Chambishi Government Mini Hopsital,Health Centre,MOH,Functional,Copperbelt,Kalulushi,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; ART & VMMC; Public Health Services; Dental; Laboratory Services"
2702,Lofoyi Mini Hospital,Health Centre,MOH,Functional,Luapula,Mansa,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC"
2627,Kaishe mini Hospital,Health Centre,MOH,Functional,Luapula,Samfya,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
4494,Phoenix Health Investments (PHI),Health Centre,Private,Functional,Lusaka,Lusaka,N/A
2640,Kasongo Mini Hospital,Health Centre,MOH,Functional,Luapula,Mansa,"Dental; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Laboratory Services; Public Health Services; ART & VMMC"
2680,Kosamu Mini Hospital,Health Centre,MOH,Functional,Luapula,Mansa,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
2706,Chikonshi Mini Hospital,Health Centre,MOH,Functional,Luapula,Mansa,"Maternity; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Dental; Laboratory Services; Public Health Services"
2700,Nachibili Mini Hospital,Health Centre,MOH,Functional,Luapula,Mansa,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
2753,Kapanda Mini Hospital,Health Centre,MOH,Functional,Luapula,Mansa,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
2819,Chisunka Mini Hospital,Health Centre,MOH,Functional,Luapula,Mansa,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
2922,Titus Mukupo Mini Hopital,Health Centre,MOH,Functional,Luapula,Kawambwa,"Laboratory Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Public Health Services; ART & VMMC"
2953,48 Marine (Kala) Camp Hospital,Health Centre,ZDF,Functional,Luapula,Kawambwa,N/A
2980,Kayambi Mini Hospital,Health Centre,MOH,Functional,Northern,Mungwi,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
3204,Kalalantekwe Mini Hospital,Health Centre,MOH,Functional,Muchinga,Shiwang'andu,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC"
3595,Mukuka Mfumu Mini Hosp,Health Centre,MOH,Functional,Northern,Mungwi,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; ART & VMMC; Public Health Services; Dental; Laboratory Services"
3855,Nkhwewankwewa Mini Hospital,Health Centre,MOH,Functional,Eastern,Petauke,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services; Maternity; ART & VMMC; Dental; Laboratory Services"
3131,Makululu Mini Hospital,Health Centre,MOH,Functional,Central,Kabwe,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Laboratory Services; Public Health Services"
3361,Chanda Mukulu Mini Hospital,Health Centre,MOH,Functional,Northern,Kasama,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
3936,Milima Mini Hospital,Health Centre,MOH,Functional,Northern,Kasama,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
3940,Nkolemfumu Mini Hospital,Health Centre,MOH,Functional,Northern,Kasama,"Laboratory Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Public Health Services; ART & VMMC"
4066,Namapombwe Mini Hospital,Health Centre,MOH,Functional,Western,Luampa,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1164,Moyo Mini Hospital,Health Centre,MOH,Functional,Southern,Pemba,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
1501,Bauleni Mini Hospital,Health Centre,MOH,Functional,Lusaka,Lusaka,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
3378,Kabanda Mini Hospital,Health Centre,MOH,Functional,Muchinga,Shiwang'andu,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
3128,Katondo Mini Hospital,Health Centre,MOH,Functional,Central,Kabwe,"Maternity; General Practice Consultation & Treatment; ART & VMMC; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Laboratory Services; Public Health Services"
3696,Mwimbula Mini Hospital,Health Centre,MOH,Functional,Central,Chitambo,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
4516,Mwasemphangwe Mini Hospital,Health Centre,MOH,Functional,Eastern,Lumezi,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
4514,Chitindi Mini Hospital,Health Centre,MOH,Functional,Eastern,Lusangazi,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
4515,Kaumbwe Mini Hospital,Health Centre,MOH,Functional,Eastern,Petauke,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Dental; Laboratory Services; Public Health Services; ART & VMMC"
4541,Chitanda Lumamba Adventist Hospital,Health Centre,Faith Based,Functional,Central,Chibombo,N/A
4532,Kazembe Mini Hospital,Health Centre,MOH,Functional,Eastern,Lumezi,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); General Practice Consultation & Treatment; Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC"
3681,Kanwanjiba Health Post,Health Post,MOH,Functional,Central,Chibombo,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1714,Kaparu Rural Health Centre,Health Centre,Faith Based,Functional,Central,Chibombo,N/A
1729,Keembe Rural Health Centre,Health Centre,MOH,Functional,Central,Chibombo,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
4572,Nkulunga Health Post,Health Post,MOH,Functional,Luapula,Chifunabuli,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1777,Chibombo Rural Health Centre,Health Centre,MOH,Functional,Central,Chibombo,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1758,Chikobo Rural Health Centre,Health Centre,MOH,Functional,Central,Chibombo,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
4529,Holland Lukwesa Mini Hospital,Health Centre,MOH,Functional,Northern,Kaputa,"Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services"
3939,Mwamba Mini Hospital,Health Centre,MOH,Functional,Northern,Kasama,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Dental; Laboratory Services; Public Health Services; ART & VMMC"
1785,Chitanda Rural Health Centre,Health Centre,MOH,Functional,Central,Chibombo,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; ART & VMMC; Public Health Services; Dental; Laboratory Services"
1716,Golden Valley Rural Health Centre,Health Centre,MOH,Functional,Central,Chibombo,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1798,Ipongo Rural Health Centre,Health Centre,MOH,Functional,Central,Chibombo,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1648,Kabangalala Rural Health Centre,Health Centre,MOH,Functional,Central,Chibombo,"Maternity; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Dental; Laboratory Services; Public Health Services"
3682,Musopelo Health Post,Health Post,MOH,Functional,Central,Chibombo,"Public Health Services; General Practice Consultation & Treatment; Maternity; MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1504,Muchabi Rural Health Centre,Health Centre,MOH,Functional,Central,Mumbwa,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1582,Naluyanda Rural Health Centre,Health Centre,MOH,Functional,Central,Chibombo,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
1615,Namayani Health Post,Health Post,MOH,Functional,Central,Chibombo,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1580,Shifwankula Health Post,Health Post,MOH,Functional,Central,Chibombo,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1767,Kamilambo Rural Health Centre,Health Centre,MOH,Functional,Central,Mumbwa,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
3763,Miloso Health Post,Health Post,MOH,Functional,Central,Mkushi,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
4193,Mela Medical Centre,General clinic,Private,Functional,Central,Kabwe,"Laboratory Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1836,Nkhrumah Teachers College Health Post,Health Post,MOH,Functional,Central,Kabwe,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
3721,TAZARA Health centre,Health Centre,MOH,Functional,Central,Kapiri-Mposhi,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
3756,Kasokota Health Post,Health Post,MOH,Functional,Central,Mkushi,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
2085,Mkushi District Hospital,1st Level Hospital,MOH,Functional,Central,Mkushi,Patient Referral and Transfer; Critical Care Medicine (High Dependency Care); Internal Medicine (Infectious and None Communicable Medicine); Imaging such as radiology and sonography (Simple and Special); Laboratory Services; Surgery; Dental; Psychiatry and Mental Health; Ophthalmology; Obstetrics and Gynaecology; Resuscitation and Emergency Medicine; Palliative care services; Physiotherapy and Rehabilitation
3768,Musofu Rural Health Center,Health Centre,Faith Based,Functional,Central,Mkushi,N/A
2082,Nkolonga Farm Clinic,Health Post,Private,Functional,Central,Mkushi,N/A
3771,Nkumbi Rural Health Center,Health Centre,MOH,Functional,Central,Mkushi,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Dental; Laboratory Services; Public Health Services; ART & VMMC"
1679,Kapepe Health Post,Health Post,MOH,Functional,Central,Mumbwa,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1715,Kashinka Health Post,Health Post,MOH,Functional,Central,Mumbwa,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
4577,Liseli Health Post,Health Post,MOH,Functional,Western,Sesheke,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1530,Keezwa Rural Health Centre,Health Centre,MOH,Functional,Central,Mumbwa,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
3751,Chibefwe Rural Health Center,Health Centre,MOH,Functional,Central,Mkushi,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1686,Chunga Rural Health Centre,Health Centre,MOH,Functional,Central,Mumbwa,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC"
4162,Kapiri Mposhi District Hospital,1st Level Hospital,MOH,Functional,Central,Kapiri-Mposhi,Surgery; Critical Care Medicine (High Dependency Care); Internal Medicine (Infectious and None Communicable Medicine); Laboratory Services; Dental; Ophthalmology; Obstetrics and Gynaecology; Palliative care services; Patient Referral and Transfer; Physiotherapy and Rehabilitation; Psychiatry and Mental Health; Imaging such as radiology and sonography (Simple and Special); Resuscitation and Emergency Medicine
3766,Mulungwe Rural Health Centre,Health Centre,MOH,Functional,Central,Mkushi,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
3704,Chilumba Rural Health Center,Health Centre,MOH,Functional,Central,Kapiri-Mposhi,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
2099,Kunda Lumwanshya Health Post,Health Post,MOH,Functional,Central,Serenje,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
2155,Lusiwasi Health Post,Health Post,MOH,Functional,Central,Serenje,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services; General Practice Consultation & Treatment; Maternity"
2120,Nchimishi Rural Health Centre,Health Centre,MOH,Functional,Central,Serenje,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
2538,Kawama Health Post (Chililabombwe),Health Post,MOH,Functional,Copperbelt,Chililabombwe,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
3701,Nyama Health Post,Health Post,MOH,Functional,Central,Kabwe,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
2437,Chinemu Rural Health Centre,Health Centre,MOH,Functional,Copperbelt,Lufwanyama,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); General Practice Consultation & Treatment; Maternity; Public Health Services; ART & VMMC"
2341,Kapilamikwa Health Post,Health Post,MOH,Functional,Copperbelt,Lufwanyama,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Public Health Services"
2400,Mbalango Health Post,Health Post,MOH,Functional,Copperbelt,Lufwanyama,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
2467,Milopa Health Post,Health Post,MOH,Functional,Copperbelt,Lufwanyama,"General Practice Consultation & Treatment; Maternity; Public Health Services; MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2174,Mukumbo Rural Health Centre,Health Centre,MOH,Functional,Copperbelt,Lufwanyama,"Dental; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Laboratory Services; Public Health Services; ART & VMMC"
4578,Simungoma Rural Health Centre,Health Centre,MOH,Functional,Western,Mwandi,"Laboratory Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Public Health Services; ART & VMMC"
2458,Mutundu Rural Health Centre,Health Centre,MOH,Functional,Copperbelt,Mufulira,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
4579,Lusinina Rural Health Post,Health Post,MOH,Functional,Western,Mwandi,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
4580,Kabansa Health Post,Health Post,MOH,Functional,Central,Serenje,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
3836,Mufulira Prisons Health Post,Health Post,ZDF,Functional,Copperbelt,Mufulira,N/A
3840,Mupena Health Post,Health Post,MOH,Functional,Copperbelt,Mufulira,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
3599,Mwami Health Post,Health Post,MOH,Functional,Luapula,Chembe,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
2007,Chiswa Health Post,Health Post,MOH,Functional,Eastern,Chipata,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
3691,Muchinka Rural Health Center,Health Centre,MOH,Functional,Central,Chitambo,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; ART & VMMC"
1690,Shimbizhi Health Post,Health Post,MOH,Functional,Central,Mumbwa,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services; General Practice Consultation & Treatment; Maternity"
4598,Max Clinic - Mandevu,Health Centre,Private,Functional,Lusaka,Lusaka,N/A
1579,Naluvwi Health Post,Health Post,MOH,Functional,Central,Mumbwa,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
3690,Mpelembe Rural Health Center,Health Centre,MOH,Functional,Central,Chitambo,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Public Health Services"
4582,Sesa Health Post,Health Post,MOH,Functional,Luapula,Mwense,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services; General Practice Consultation & Treatment; Maternity"
3074,Blossom Surgery Clinic,General clinic,Private,Functional,Central,Kabwe,N/A
3141,Ndabala Health Post,Health Post,MOH,Functional,Central,Serenje,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
3695,Katikulula Mini Hospital,Health Centre,MOH,Functional,Central,Chitambo,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
3115,Mulonda Health Post,Health Post,MOH,Functional,Central,Chibombo,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
3714,Mulungushi University Health Centre,Health Centre,MOH,Functional,Central,Kapiri-Mposhi,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Dental; Laboratory Services; Public Health Services; ART & VMMC"
1439,Railway GRZ Urban Health Centre,Health Centre,MOH,Functional,Lusaka,Kafue,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
3788,Kamena Health Post,Health Post,MOH,Functional,Central,Serenje,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
3773,Nyenje Health Post,Health Post,MOH,Functional,Central,Mkushi,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
3745,Mboshya Rural Health Center,Health Centre,MOH,Functional,Central,Luano,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
3743,Masansa Min Hospital,Health Centre,MOH,Functional,Central,Luano,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
3747,Liteta Health Post,Health Post,MOH,Functional,Central,Luano,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); General Practice Consultation & Treatment; Maternity; Public Health Services"
3718,Ndeke Urban Health center,Health Centre,MOH,Functional,Central,Kapiri-Mposhi,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
3707,Kampumba Rural Health Centre,Health Centre,MOH,Functional,Central,Kapiri-Mposhi,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
3692,Nakatambo Health Post,Health Post,MOH,Functional,Central,Chitambo,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
