facility_code,service_category,service_group,service_detail
3375,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3375,Maternity,Maternity,Maternity
3375,Dental,Dental,Dental
3375,Laboratory Services,Laboratory Services,Laboratory Services
3375,Public Health Services,Public Health Services,Public Health Services
3387,ART & VMMC,ART & VMMC,ART & VMMC
3387,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3387,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3387,Maternity,Maternity,Maternity
3387,Dental,Dental,Dental
3387,Laboratory Services,Laboratory Services,Laboratory Services
3387,Public Health Services,Public Health Services,Public Health Services
3390,Maternity,Maternity,Maternity
3390,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3390,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3390,Public Health Services,Public Health Services,Public Health Services
3422,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3422,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3422,Maternity,Maternity,Maternity
3422,Public Health Services,Public Health Services,Public Health Services
3414,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3414,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3414,Maternity,Maternity,Maternity
3414,ART & VMMC,ART & VMMC,ART & VMMC
3414,Public Health Services,Public Health Services,Public Health Services
3414,Dental,Dental,Dental
3414,Laboratory Services,Laboratory Services,Laboratory Services
3409,Maternity,Maternity,Maternity
3409,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3409,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3409,Public Health Services,Public Health Services,Public Health Services
3416,Public Health Services,Public Health Services,Public Health Services
3416,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3416,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3416,Maternity,Maternity,Maternity
3416,Dental,Dental,Dental
3416,Laboratory Services,Laboratory Services,Laboratory Services
3416,ART & VMMC,ART & VMMC,ART & VMMC
3434,ART & VMMC,ART & VMMC,ART & VMMC
3434,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3434,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3434,Maternity,Maternity,Maternity
3434,Dental,Dental,Dental
3434,Laboratory Services,Laboratory Services,Laboratory Services
3434,Public Health Services,Public Health Services,Public Health Services
3397,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3397,Public Health Services,Public Health Services,Public Health Services
3397,Maternity,Maternity,Maternity
3397,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3404,Maternity,Maternity,Maternity
3404,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3404,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3404,Public Health Services,Public Health Services,Public Health Services
3431,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3431,Public Health Services,Public Health Services,Public Health Services
3431,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3431,Maternity,Maternity,Maternity
3364,Public Health Services,Public Health Services,Public Health Services
3364,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3364,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3364,Maternity,Maternity,Maternity
3364,Dental,Dental,Dental
3364,Laboratory Services,Laboratory Services,Laboratory Services
3364,ART & VMMC,ART & VMMC,ART & VMMC
3407,Public Health Services,Public Health Services,Public Health Services
3407,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3407,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3407,Maternity,Maternity,Maternity
3407,Dental,Dental,Dental
3407,Laboratory Services,Laboratory Services,Laboratory Services
3407,ART & VMMC,ART & VMMC,ART & VMMC
3480,Public Health Services,Public Health Services,Public Health Services
3480,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3480,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3480,Maternity,Maternity,Maternity
3480,Dental,Dental,Dental
3480,Laboratory Services,Laboratory Services,Laboratory Services
3480,ART & VMMC,ART & VMMC,ART & VMMC
3479,Maternity,Maternity,Maternity
3479,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3479,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3479,Public Health Services,Public Health Services,Public Health Services
3421,Public Health Services,Public Health Services,Public Health Services
3421,Maternity,Maternity,Maternity
3421,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3421,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3406,ART & VMMC,ART & VMMC,ART & VMMC
3406,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3406,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3406,Maternity,Maternity,Maternity
3406,Dental,Dental,Dental
3406,Laboratory Services,Laboratory Services,Laboratory Services
3406,Public Health Services,Public Health Services,Public Health Services
3420,ART & VMMC,ART & VMMC,ART & VMMC
3420,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3420,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3420,Maternity,Maternity,Maternity
3420,Dental,Dental,Dental
3420,Public Health Services,Public Health Services,Public Health Services
3420,Laboratory Services,Laboratory Services,Laboratory Services
3423,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3423,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3423,Maternity,Maternity,Maternity
3423,Dental,Dental,Dental
3423,Laboratory Services,Laboratory Services,Laboratory Services
3423,Public Health Services,Public Health Services,Public Health Services
3423,ART & VMMC,ART & VMMC,ART & VMMC
3428,Dental,Dental,Dental
3428,Laboratory Services,Laboratory Services,Laboratory Services
3428,Public Health Services,Public Health Services,Public Health Services
3428,ART & VMMC,ART & VMMC,ART & VMMC
3428,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3428,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3428,Maternity,Maternity,Maternity
3459,Maternity,Maternity,Maternity
3459,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3459,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3459,Dental,Dental,Dental
3459,Laboratory Services,Laboratory Services,Laboratory Services
3459,Public Health Services,Public Health Services,Public Health Services
3459,ART & VMMC,ART & VMMC,ART & VMMC
3461,ART & VMMC,ART & VMMC,ART & VMMC
3461,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3461,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3461,Maternity,Maternity,Maternity
3461,Dental,Dental,Dental
3461,Laboratory Services,Laboratory Services,Laboratory Services
3461,Public Health Services,Public Health Services,Public Health Services
3470,ART & VMMC,ART & VMMC,ART & VMMC
3470,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3470,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3470,Maternity,Maternity,Maternity
3470,Public Health Services,Public Health Services,Public Health Services
3470,Dental,Dental,Dental
3470,Laboratory Services,Laboratory Services,Laboratory Services
3466,Dental,Dental,Dental
3466,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3466,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3466,Maternity,Maternity,Maternity
3466,Laboratory Services,Laboratory Services,Laboratory Services
3466,Public Health Services,Public Health Services,Public Health Services
3466,ART & VMMC,ART & VMMC,ART & VMMC
3505,ART & VMMC,ART & VMMC,ART & VMMC
3505,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3505,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3505,Maternity,Maternity,Maternity
3505,Dental,Dental,Dental
3505,Laboratory Services,Laboratory Services,Laboratory Services
3505,Public Health Services,Public Health Services,Public Health Services
3507,Public Health Services,Public Health Services,Public Health Services
3507,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3507,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3507,Maternity,Maternity,Maternity
3507,Dental,Dental,Dental
3507,Laboratory Services,Laboratory Services,Laboratory Services
3507,ART & VMMC,ART & VMMC,ART & VMMC
3447,Psychiatry and Mental Health,Psychiatry and Mental Health,Psychiatry and Mental Health
3447,Critical Care Medicine (High Dependency Care),Critical Care Medicine (High Dependency Care),Critical Care Medicine (High Dependency Care)
3447,Internal Medicine (Infectious and None Communicable Medicine),Internal Medicine (Infectious and None Communicable Medicine),Internal Medicine (Infectious and None Communicable Medicine)
3447,Laboratory Services,Laboratory Services,Laboratory Services
3447,Dental,Dental,Dental
3447,Ophthalmology,Ophthalmology,Ophthalmology
3447,Obstetrics and Gynaecology,Obstetrics and Gynaecology,Obstetrics and Gynaecology
3447,Palliative care services,Palliative care services,Palliative care services
3447,Patient Referral and Transfer,Patient Referral and Transfer,Patient Referral and Transfer
3447,Physiotherapy and Rehabilitation,Physiotherapy and Rehabilitation,Physiotherapy and Rehabilitation
3447,Imaging such as radiology and sonography (Simple and Special),Imaging such as radiology and sonography (Simple and Special),Imaging such as radiology and sonography (Simple and Special)
3447,Resuscitation and Emergency Medicine,Resuscitation and Emergency Medicine,Resuscitation and Emergency Medicine
3447,Surgery,Surgery,Surgery
3448,Public Health Services,Public Health Services,Public Health Services
3448,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3448,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3448,Maternity,Maternity,Maternity
3495,Maternity,Maternity,Maternity
3495,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3495,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3495,Public Health Services,Public Health Services,Public Health Services
3478,Maternity,Maternity,Maternity
3478,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3478,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3478,Public Health Services,Public Health Services,Public Health Services
3443,ART & VMMC,ART & VMMC,ART & VMMC
3443,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3443,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3443,Maternity,Maternity,Maternity
3443,Dental,Dental,Dental
3443,Laboratory Services,Laboratory Services,Laboratory Services
3443,Public Health Services,Public Health Services,Public Health Services
3444,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3444,Public Health Services,Public Health Services,Public Health Services
3444,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3444,Maternity,Maternity,Maternity
3520,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3520,Public Health Services,Public Health Services,Public Health Services
3520,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3520,Maternity,Maternity,Maternity
3813,Maternity,Maternity,Maternity
3813,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3813,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3813,Public Health Services,Public Health Services,Public Health Services
3463,Maternity,Maternity,Maternity
3463,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3463,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3463,Public Health Services,Public Health Services,Public Health Services
3490,ART & VMMC,ART & VMMC,ART & VMMC
3490,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3490,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3490,Maternity,Maternity,Maternity
3490,Dental,Dental,Dental
3490,Laboratory Services,Laboratory Services,Laboratory Services
3490,Public Health Services,Public Health Services,Public Health Services
3355,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3355,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3355,Maternity,Maternity,Maternity
3355,Dental,Dental,Dental
3355,Laboratory Services,Laboratory Services,Laboratory Services
3355,Public Health Services,Public Health Services,Public Health Services
3355,ART & VMMC,ART & VMMC,ART & VMMC
3438,Maternity,Maternity,Maternity
3438,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3438,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3438,Public Health Services,Public Health Services,Public Health Services
3483,Maternity,Maternity,Maternity
3483,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3483,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3483,Public Health Services,Public Health Services,Public Health Services
3451,Maternity,Maternity,Maternity
3451,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3451,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3451,Public Health Services,Public Health Services,Public Health Services
1070,Public Health Services,Public Health Services,Public Health Services
1070,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1070,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1070,Maternity,Maternity,Maternity
3453,Public Health Services,Public Health Services,Public Health Services
3453,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3453,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3453,Maternity,Maternity,Maternity
3453,Dental,Dental,Dental
3453,Laboratory Services,Laboratory Services,Laboratory Services
3453,ART & VMMC,ART & VMMC,ART & VMMC
3454,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3454,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3454,Maternity,Maternity,Maternity
3454,Public Health Services,Public Health Services,Public Health Services
3488,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3488,Public Health Services,Public Health Services,Public Health Services
3488,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3488,Maternity,Maternity,Maternity
3511,Dental,Dental,Dental
3511,Laboratory Services,Laboratory Services,Laboratory Services
3511,Public Health Services,Public Health Services,Public Health Services
3511,ART & VMMC,ART & VMMC,ART & VMMC
3511,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3511,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3511,Maternity,Maternity,Maternity
3493,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3493,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3493,Maternity,Maternity,Maternity
3493,Public Health Services,Public Health Services,Public Health Services
3532,Public Health Services,Public Health Services,Public Health Services
3532,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3532,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3532,Maternity,Maternity,Maternity
3532,Dental,Dental,Dental
3532,Laboratory Services,Laboratory Services,Laboratory Services
3532,ART & VMMC,ART & VMMC,ART & VMMC
3504,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3504,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3504,Maternity,Maternity,Maternity
3504,Public Health Services,Public Health Services,Public Health Services
3502,Maternity,Maternity,Maternity
3502,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3502,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3502,Public Health Services,Public Health Services,Public Health Services
3508,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3508,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3508,Public Health Services,Public Health Services,Public Health Services
3508,Maternity,Maternity,Maternity
3572,Maternity,Maternity,Maternity
3572,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3572,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3572,Public Health Services,Public Health Services,Public Health Services
3497,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3497,Public Health Services,Public Health Services,Public Health Services
3497,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3497,Maternity,Maternity,Maternity
3521,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3521,Public Health Services,Public Health Services,Public Health Services
3521,Maternity,Maternity,Maternity
3521,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3516,Dental,Dental,Dental
3516,Laboratory Services,Laboratory Services,Laboratory Services
3516,Public Health Services,Public Health Services,Public Health Services
3516,ART & VMMC,ART & VMMC,ART & VMMC
3516,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3516,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3516,Maternity,Maternity,Maternity
3499,ART & VMMC,ART & VMMC,ART & VMMC
3499,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3499,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3499,Maternity,Maternity,Maternity
3499,Dental,Dental,Dental
3499,Laboratory Services,Laboratory Services,Laboratory Services
3499,Public Health Services,Public Health Services,Public Health Services
3535,Maternity,Maternity,Maternity
3535,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3535,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3535,Public Health Services,Public Health Services,Public Health Services
3189,Maternity,Maternity,Maternity
3189,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3189,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3189,Public Health Services,Public Health Services,Public Health Services
3531,Maternity,Maternity,Maternity
3531,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3531,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3531,Public Health Services,Public Health Services,Public Health Services
3487,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3487,Public Health Services,Public Health Services,Public Health Services
3487,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3487,Maternity,Maternity,Maternity
3498,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3498,Public Health Services,Public Health Services,Public Health Services
3498,Maternity,Maternity,Maternity
3498,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3537,Maternity,Maternity,Maternity
3537,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3537,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3537,Dental,Dental,Dental
3537,Laboratory Services,Laboratory Services,Laboratory Services
3537,Public Health Services,Public Health Services,Public Health Services
3537,ART & VMMC,ART & VMMC,ART & VMMC
2856,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2856,Public Health Services,Public Health Services,Public Health Services
2856,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2856,Maternity,Maternity,Maternity
3539,Public Health Services,Public Health Services,Public Health Services
3539,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3539,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3539,Maternity,Maternity,Maternity
3557,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3557,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3557,Maternity,Maternity,Maternity
3557,Public Health Services,Public Health Services,Public Health Services
3569,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3569,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3569,Maternity,Maternity,Maternity
3569,Dental,Dental,Dental
