facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status,country
"MACHINDO","111484-2","Dispensary","Public",-8.833124,32.311199,"Songwe","Operating","Tanzania"
"MASANYINTA","113837-9","Dispensary","Public",-8.489,32.3011,"Songwe","Operating","Tanzania"
"IPUMPILA","112176-3","Dispensary","Public",-9.104452,32.414405,"Songwe","Operating","Tanzania"
"MKULWE GOVT","122252-0","Health Center","Public",-8.53731,32.31757,"Songwe","Operating","Tanzania"
"KAONGA","112174-8","Dispensary","Public",-8.68779,32.37329,"Songwe","Operating","Tanzania"
"MSUNGWE'","120534-3","Dispensary","Public",-8.714931,32.41439,"Songwe","Operating","Tanzania"
"MKUTANO","105148-1","Dispensary","Public",-8.706625,32.169916,"Songwe","Operating","Tanzania"
"IKANA","101640-1","Dispensary","Public",-8.987247,32.413583,"Songwe","Operating","Tanzania"
"CHOLE","121480-8","Dispensary","Public",-8.71493,32.10475,"Songwe","Operating","Tanzania"
"NKANGAMO","108883-0","Dispensary","Public",-9.245507,32.623158,"Songwe","Operating","Tanzania"
"MKULWE","109212-1","Health Center","Private",-8.584097,32.31643,"Songwe","Operating","Tanzania"
"USOCHE","109893-8","Dispensary","Public",-8.458861,32.290069,"Songwe","Operating","Tanzania"
"IYENDWE","102038-7","Dispensary","Private",-8.997106,32.201764,"Songwe","Operating","Tanzania"
"TONTELA","109892-0","Dispensary","Public",-8.680803,32.38723,"Songwe","Operating","Tanzania"
"MFUTO","104759-6","Dispensary","Public",-8.798999,32.33388,"Songwe","Operating","Tanzania"
"IVUNA","108876-4","Dispensary","Public",-8.440311,32.528315,"Songwe","Operating","Tanzania"
"MPAPA","105347-9","Dispensary","Public",-8.40478,32.3735,"Songwe","Operating","Tanzania"
"KAPELE","108865-7","Dispensary","Public",-9.068834,32.182498,"Songwe","Operating","Tanzania"
"NTUNGWA","108874-9","Dispensary","Public",-8.597743,32.475913,"Songwe","Operating","Tanzania"
"MSANGANO","120695-2","Health Center","Public",-8.94941,32.58733,"Songwe","Operating","Tanzania"
"KASANU","102406-6","Dispensary","Public",-8.369221,32.362852,"Songwe","Operating","Tanzania"
"NAMCHINKA","106130-8","Dispensary","Public",-9.03083,32.1524,"Songwe","Operating","Tanzania"
"NYENJELE","106843-6","Dispensary","Public",-8.94449,32.3725,"Songwe","Operating","Tanzania"
"CHIWANDA","108742-8","Dispensary","Private",-9.174886,32.562052,"Songwe","Operating","Tanzania"
"SAMANG'OMBE","109894-6","Dispensary","Public",-8.355767,32.482798,"Songwe","Operating","Tanzania"
"CHINDI","100823-4","Dispensary","Public",-9.035278,32.578694,"Songwe","Operating","Tanzania"
"NDALAMBO","108877-2","Health Center","Public",-9.091417,32.497462,"Songwe","Operating","Tanzania"
"KASINDE","109717-9","Dispensary","Public",-8.931355,32.13484,"Songwe","Operating","Tanzania"
"CHILULUMO","100815-0","Dispensary","Public",-8.647669,32.361387,"Songwe","Operating","Tanzania"
"NZOKA","108733-7","Dispensary","Public",-8.769121,32.204679,"Songwe","Operating","Tanzania"
"MNYUZI","111896-7","Dispensary","Public",-8.95723,32.5477,"Songwe","Operating","Tanzania"
"ITUMBULA","121386-7","Dispensary","Public",-8.45104,32.47979,"Songwe","Operating","Tanzania"
"CHUO","100893-7","Dispensary","Public",-8.636802,32.305764,"Songwe","Operating","Tanzania"
"CHIPUMPU","100840-8","Dispensary","Public",-9.119999,32.26966,"Songwe","Operating","Tanzania"
"MYUNGA","105016-0","Dispensary","Public",-8.8426,32.278627,"Songwe","Operating","Tanzania"
"MSANGANO","105435-2","Dispensary","Public",-8.956732,32.569871,"Songwe","Operating","Tanzania"
"MPUI","111710-0","Dispensary","Public",-8.88305,32.31221,"Songwe","Operating","Tanzania"
"MKOMBA","105095-4","Dispensary","Public",-8.501136,32.566147,"Songwe","Operating","Tanzania"
"SENGA","122359-3","Dispensary","Public",-8.33802,32.36244,"Songwe","Operating","Tanzania"
"NAMTAMBALALA","110357-1","Dispensary","Public",-8.759517,32.199228,"Songwe","Operating","Tanzania"
"NTINGA","109891-2","Dispensary","Public",-8.96978,32.58233,"Songwe","Operating","Tanzania"
"ISANGA","111685-4","Dispensary","Public",-9.15975,32.51744,"Songwe","Operating","Tanzania"
"NAMSINDE I","122358-5","Dispensary","Public",-8.56904,32.32443,"Songwe","Operating","Tanzania"
"MSWAKINI","105510-2","Dispensary","Public",-3.63491,36.01191,"Arusha","Operating","Tanzania"
"KIRURUMO","103054-3","Health Center","Private",-3.37109,35.84594,"Arusha","Operating","Tanzania"
"ARUSHA MILITARY","114400-5","Hospital","Public",-3.347086,36.459164,"Arusha","Operating","Tanzania"
"MTO WA MBU MISSION DENMARK","110728-3","Dispensary","Private",-3.371942,35.854498,"Arusha","Operating","Tanzania"
"MUNGERE","109570-2","Dispensary","Public",-3.154006,36.025167,"Arusha","Operating","Tanzania"
"LOSIMINGORE","103588-0","Dispensary","Public",-3.41787,36.1822,"Arusha","Operating","Tanzania"
"MSWAKINI JUU","109455-6","Dispensary","Public",-3.673006,36.055272,"Arusha","Operating","Tanzania"
"ZACC","109710-4","Dispensary","Private",-3.37109,35.84592,"Arusha","Operating","Tanzania"
"TANZANIA CHRISTIAN","109774-0","Dispensary","Private",-3.29202,36.42228,"Arusha","Operating","Tanzania"
"MAKUYUNI","104152-4","Health Center","Public",-3.449344,36.196862,"Arusha","Operating","Tanzania"
"LENGORWA","123463-2","Dispensary","Public",-3.61836,36.51653,"Arusha","Operating","Tanzania"
"OLDONYO","122913-7","Dispensary","Public",-2.97415,36.03888,"Arusha","Operating","Tanzania"
"SELELA","107355-0","Dispensary","Public",-3.211605,35.947715,"Arusha","Operating","Tanzania"
"MLIMANI","122831-1","Dispensary","Public",-3.29321,36.44669,"Arusha","Operating","Tanzania"
"OLDONYOLENGAY","122914-5","Dispensary","Public",-2.97415,36.03887,"Arusha","Operating","Tanzania"
"FAMILY","111540-1","Dispensary","Private",-3.37588,35.88833,"Arusha","Operating","Tanzania"
"MONDULI JUU","105288-5","Dispensary","Public",-3.151125,36.405477,"Arusha","Operating","Tanzania"
"ESILALEI","101112-1","Dispensary","Public",-3.46945,35.97469,"Arusha","Operating","Tanzania"
"MAKUYUNI DPDTC","122316-3","Dispensary","Private",-3.53997,36.10883,"Arusha","Operating","Tanzania"
"NANJA","114067-2","Dispensary","Public",-3.399294,36.268802,"Arusha","Operating","Tanzania"
"ENGARUKA","101100-6","Dispensary","Public",-2.97415,36.03888,"Arusha","Operating","Tanzania"
"KILIMATINDE","114068-0","Dispensary","Public",-3.56917,36.57113,"Arusha","Operating","Tanzania"
"OLTUKAI","106923-6","Dispensary","Public",-3.632373,35.92047,"Arusha","Operating","Tanzania"
"NAFCO","109440-8","Health Center","Public",-3.71916,36.41056,"Arusha","Operating","Tanzania"
"TUKUSI","107895-5","Dispensary","Public",-3.67907,36.6055,"Arusha","Operating","Tanzania"
"LOLKISALE","103574-0","Dispensary","Public",-3.76107,36.42734,"Arusha","Operating","Tanzania"
"MTO WA MBU RC","105577-1","Health Center","Private",-3.37094,35.86656,"Arusha","Operating","Tanzania"
"KISUTU","112004-7","Health Laboratory","Private",-3.37275,35.85608,"Arusha","Operating","Tanzania"
"DONYONADO","112021-1","Dispensary","Public",-3.050036,36.43922,"Arusha","Operating","Tanzania"
"LEPURKO","103483-4","Dispensary","Public",-3.21373,36.1356,"Arusha","Operating","Tanzania"
"MBUYUNI","104668-9","Dispensary","Public",-3.449781,36.197312,"Arusha","Operating","Tanzania"
"NAALARAMI","120845-3","Dispensary","Public",-3.61821,36.51545,"Arusha","Operating","Tanzania"
"MONDULI MJINI","112022-9","Health Center","Public",-3.345216,36.425406,"Arusha","Operating","Tanzania"
"MFEREJI","104751-3","Dispensary","Public",-3.124104,36.467422,"Arusha","Operating","Tanzania"
"ENGAROOJI","111538-5","Dispensary","Public",-3.249734,36.297962,"Arusha","Operating","Tanzania"
"MTO WA MBU","105576-3","Health Center","Public",-3.15347,36.08522,"Arusha","Operating","Tanzania"
"MESERANI COGI","114401-3","Dispensary","Private",-3.4098,36.48698,"Arusha","Operating","Tanzania"
"OLARASHI","106887-3","Dispensary","Public",-3.30075,36.44979,"Arusha","Operating","Tanzania"
"MBAASHI","104538-4","Dispensary","Public",-3.061621,36.126878,"Arusha","Operating","Tanzania"
"LASHAINE","120848-7","Dispensary","Public",-3.33326,36.42094,"Arusha","Operating","Tanzania"
"MESERANI JUU","104747-1","Dispensary","Public",-3.60434,36.39714,"Arusha","Operating","Tanzania"
"ALKARIA","100087-6","Dispensary","Public",-3.32432,36.30118,"Arusha","Operating","Tanzania"
"NAITI","106081-3","Dispensary","Public",-3.516049,36.168822,"Arusha","Operating","Tanzania"
"EMAIRETTE","101074-3","Dispensary","Public",-3.258077,36.386185,"Arusha","Operating","Tanzania"
"SOKOINE BARRACKS","107518-3","Dispensary","Public",-3.426838,36.456869,"Arusha","Operating","Tanzania"
"MONDULI","105287-7","Hospital","Public",-3.34021,36.42753,"Arusha","Operating","Tanzania"
"NAITOLIA","111537-7","Dispensary","Public",-3.60246,36.09109,"Arusha","Operating","Tanzania"
"ELUWAI","101073-5","Dispensary","Public",-3.22278,36.38443,"Arusha","Operating","Tanzania"
"MANYARA","104278-7","Dispensary","Public",-3.530033,36.0575,"Arusha","Operating","Tanzania"
"ARKATAN","100179-1","Dispensary","Public",-3.41991,36.39205,"Arusha","Operating","Tanzania"
"MOITA KILORITI","105271-1","Dispensary","Public",-3.459688,36.556513,"Arusha","Operating","Tanzania"
"MOCET","105263-8","Dispensary","Public",-3.29983,36.45199,"Arusha","Operating","Tanzania"
"LENDIKINYA","103477-6","Dispensary","Public",-3.341433,36.361717,"Arusha","Operating","Tanzania"
"MESERAN BWAWANI","114066-4","Dispensary","Public",-3.52133,36.46751,"Arusha","Operating","Tanzania"
"MTI MMOJA","110729-1","Dispensary","Public",-3.405564,36.30494,"Arusha","Operating","Tanzania"
"TANZANIA MILITARY ACADEMY(TMA)","109428-3","Dispensary","Public",-3.347076,36.459154,"Arusha","Operating","Tanzania"
"MESERAN KOREA","112286-0","Dispensary","Public",-3.422494,36.519574,"Arusha","Operating","Tanzania"
"JKT MAKUYUNI","112045-0","Dispensary","Public",-3.33125,36.1017667,"Arusha","Operating","Tanzania"
"LEMOOTI","120846-1","Dispensary","Public",-3.29346,36.4451,"Arusha","Operating","Tanzania"
"MOITA BWAWANI","105270-3","Dispensary","Public",-3.69709,36.48041,"Arusha","Operating","Tanzania"
"UPONDA","110579-0","Dispensary","Public",-7.01909,37.7803,"Morogoro","Operating","Tanzania"
"MOSI","112405-6","Dispensary","Private",-6.77842,37.76137,"Morogoro","Operating","Tanzania"
"KIDUNDA","102671-5","Dispensary","Public",-7.27266,38.2751,"Morogoro","Operating","Tanzania"
"MTOMBOZI","110399-3","Dispensary","Public",-7.106014,37.779957,"Morogoro","Operating","Tanzania"
"VISARAKA","110804-2","Dispensary","Public",-6.823992,38.18662,"Morogoro","Operating","Tanzania"
"KICHANGANI","111421-4","Dispensary","Public",-7.2966,37.559,"Morogoro","Operating","Tanzania"
"GWATA","123065-5","Dispensary","Public",-6.72237,38.23659,"Morogoro","Operating","Tanzania"
"Mvuha","110410-8","Dispensary","Public",-7.201563,37.864399,"Morogoro","Operating","Tanzania"
"BAMBA","113407-1","Dispensary","Public",-6.8363,37.78152,"Morogoro","Operating","Tanzania"
"NYINGWA","106854-3","Dispensary","Public",-7.11,37.681,"Morogoro","Operating","Tanzania"
"MOROGORO DC","114767-7","Hospital","Public",-7.17802,37.8383,"Morogoro","Operating","Tanzania"
"UMOJA NGERENGERE","111046-9","Dispensary","Private",-6.762155,38.127579,"Morogoro","Operating","Tanzania"
"PANGAWE JWTZ","106972-3","Dispensary","Public",-6.80199,37.7638,"Morogoro","Operating","Tanzania"
"KINONKO JWTZ","102965-1","Dispensary","Public",-6.71428,38.017747,"Morogoro","Operating","Tanzania"
"KASANGA MISSION","102401-7","Dispensary","Private",-7.19666,37.74436,"Morogoro","Operating","Tanzania"
"PANGAWE KIJIJINI","106971-5","Dispensary","Public",-6.79925,37.79339,"Morogoro","Operating","Tanzania"
"KASANGA","121850-2","Health Center","Public",-6.18448,37.72445,"Morogoro","Operating","Tanzania"
"KWABA","121845-2","Dispensary","Public",-6.98035,38.26591,"Morogoro","Operating","Tanzania"
"KIZINGA","103248-1","Dispensary","Public",-6.80236,37.84243,"Morogoro","Operating","Tanzania"
"KINOLE","102959-4","Dispensary","Public",-6.91244,37.7584,"Morogoro","Operating","Tanzania"
"FAITH","110411-6","Dispensary","Private",-7.073,37.77746,"Morogoro","Operating","Tanzania"
"LUBASAZI","121851-0","Dispensary","Public",-7.24498,37.77603,"Morogoro","Operating","Tanzania"
"KIBUNGO CHINI MISSION","102628-5","Dispensary","Private",-7.01231,37.8141,"Morogoro","Operating","Tanzania"
"KIKUNDI","102798-6","Dispensary","Public",-6.86667,37.8833,"Morogoro","Operating","Tanzania"
"CHANGA","100732-7","Dispensary","Public",-6.97303,37.78524,"Morogoro","Operating","Tanzania"
"LUKANGE","103683-9","Health Center","Private",-7.26198,37.74828,"Morogoro","Operating","Tanzania"
"KOLERO","103281-2","Dispensary","Public",-7.23339,37.77604,"Morogoro","Operating","Tanzania"
"TULO","110398-5","Dispensary","Public",-7.23648,37.91635,"Morogoro","Operating","Tanzania"
"NYARUTANGA","110581-6","Dispensary","Public",-7.441071,37.563348,"Morogoro","Operating","Tanzania"
"KISEMU","121077-2","Health Center","Public",-7.09558,37.88889,"Morogoro","Operating","Tanzania"
"KIROKA","103038-6","Health Center","Public",-6.84695,37.8272,"Morogoro","Operating","Tanzania"
"LUDEWA","121848-6","Dispensary","Public",-6.96269,37.72091,"Morogoro","Operating","Tanzania"
"TAWA","110356-3","Health Center","Public",-7.01687,37.72916,"Morogoro","Operating","Tanzania"
"KIBOGWA","110424-9","Dispensary","Public",-7.0264,37.6659,"Morogoro","Operating","Tanzania"
"KISWIRA","121866-8","Dispensary","Public",-7.34723,37.45623,"Morogoro","Operating","Tanzania"
"KITUO CHA AFYA KISAKI STATION","121844-5","Health Center","Public",-7.49335,37.59649,"Morogoro","Operating","Tanzania"
"MBUKE","114306-4","Health Laboratory","Private",-7.20883,37.85807,"Morogoro","Operating","Tanzania"
"MATOMBO MISSION","104475-9","Dispensary","Private",-7.05788,37.7584,"Morogoro","Operating","Tanzania"
"KINONKO","102964-4","Dispensary","Public",-6.7415,38.01866,"Morogoro","Operating","Tanzania"
"KIGANILA","111417-2","Dispensary","Public",-7.204212,37.978215,"Morogoro","Operating","Tanzania"
"MFUMBWE","104758-8","Dispensary","Public",-6.8945,37.82123,"Morogoro","Operating","Tanzania"
"MIKESE","104898-2","Dispensary","Public",-6.77331,37.81995,"Morogoro","Operating","Tanzania"
"KIBWAYA","113723-1","Dispensary","Public",-6.93078,37.80893,"Morogoro","Operating","Tanzania"
"SANGASANGA","110803-4","Dispensary","Public",-6.75896,38.18072,"Morogoro","Operating","Tanzania"
"KISAKI STATION","103064-2","Dispensary","Public",-7.45879,37.6015,"Morogoro","Operating","Tanzania"
"MAMBANI","121849-4","Dispensary","Public",-6.96666,37.68854,"Morogoro","Operating","Tanzania"
"MIFULU","104871-9","Dispensary","Public",-6.9773,37.7477,"Morogoro","Operating","Tanzania"
"SINGISA MISSION","110406-6","Dispensary","Private",-7.26868,37.67419,"Morogoro","Operating","Tanzania"
"SINGISA","113417-0","Dispensary","Public",-7.28291,37.67071,"Morogoro","Operating","Tanzania"
"MAGOGONI","103973-4","Dispensary","Public",-7.21756,37.993,"Morogoro","Operating","Tanzania"
"KIZUKA JWTZ","103254-9","Dispensary","Public",-6.72251,38.12471,"Morogoro","Operating","Tanzania"
"MHUNGAMKOLA","121841-1","Dispensary","Public",-6.79446,37.97123,"Morogoro","Operating","Tanzania"
"MVUHA MISSION","110397-7","Dispensary","Private",-7.18977,37.8513,"Morogoro","Operating","Tanzania"
"MATAMBWE - NYERERE NATIONAL PARK","108528-1","Dispensary","Public",-7.53363,37.76398,"Morogoro","Operating","Tanzania"
"KIBUNGO JUU","110433-0","Dispensary","Public",-7.01688,37.7297,"Morogoro","Operating","Tanzania"
"LUMBA CHINI","103706-8","Dispensary","Public",-7.26667,37.6,"Morogoro","Operating","Tanzania"
"KIDUGALO","113418-8","Dispensary","Public",-7.065005,37.85412,"Morogoro","Operating","Tanzania"
"KONGWA","103310-9","Dispensary","Public",-7.25065,37.90511,"Morogoro","Operating","Tanzania"
"KINONKO","121842-9","Health Center","Public",-6.75266,38.01778,"Morogoro","Operating","Tanzania"
"HISASARA","121213-3","Dispensary","Private",-7.37747,37.80428,"Morogoro","Operating","Tanzania"
"KIBUKO","121847-8","Dispensary","Public",-6.95177,37.83817,"Morogoro","Operating","Tanzania"
"KISAKI GOMERO","103065-9","Dispensary","Public",-7.46522,37.60279,"Morogoro","Operating","Tanzania"
"KISEMU","103085-7","Dispensary","Public",-7.08486,37.77599,"Morogoro","Operating","Tanzania"
"BWAKWIRA JUU","100647-7","Dispensary","Public",-7.3,37.7,"Morogoro","Operating","Tanzania"
"MKUYUNI","110708-5","Health Center","Public",-6.95078,37.81077,"Morogoro","Operating","Tanzania"
"MTEGO WA SIMBA","105544-1","Health Center","Public",-6.74603,37.80443,"Morogoro","Operating","Tanzania"
"FULWE","101159-2","Dispensary","Public",-6.75389,37.88301,"Morogoro","Operating","Tanzania"
"MKAMBARANI","105048-3","Dispensary","Public",-6.773396,37.819958,"Morogoro","Operating","Tanzania"
"KIWEGE","103231-7","Dispensary","Public",-6.82125,38.06483,"Morogoro","Operating","Tanzania"
"KALUNDWA","102263-1","Dispensary","Public",-6.92776,37.78272,"Morogoro","Operating","Tanzania"
"KIBUNGO KUNGWE","102630-1","Dispensary","Public",-6.90181,37.8805,"Morogoro","Operating","Tanzania"
"JULIUS NYERERE HYDROPOWER PROJECT","121079-8","Clinic","Private",-7.79373,37.84917,"Morogoro","Operating","Tanzania"
"ST.MATHIAS","110396-9","Dispensary","Private",-6.832917,37.817693,"Morogoro","Operating","Tanzania"
"TEGETERO MISSION","111306-7","Dispensary","Private",-6.94233,37.7181,"Morogoro","Operating","Tanzania"
"MTOMBOZI MISSION","110400-9","Dispensary","Private",-7.1135,37.77579,"Morogoro","Operating","Tanzania"
"MLONO","105214-1","Dispensary","Public",-7.069217,37.71825,"Morogoro","Operating","Tanzania"
"MNGAZI","105249-7","Dispensary","Public",-7.41667,37.65,"Morogoro","Operating","Tanzania"
"DAKAWA UKUTU","113567-2","Dispensary","Public",-7.42061,37.71588,"Morogoro","Operating","Tanzania"
"LULONGWE","121846-0","Dispensary","Public",-6.95719,38.18944,"Morogoro","Operating","Tanzania"
"ALLIANCE ONE","100090-0","Dispensary","Private",-6.77842,37.76137,"Morogoro","Operating","Tanzania"
"MLILINGWA","105206-7","Dispensary","Public",-6.90434,38.02857,"Morogoro","Operating","Tanzania"
"MATULI","110801-8","Dispensary","Public",-6.91551,38.214375,"Morogoro","Operating","Tanzania"
"DUTHUMI","101043-8","Health Center","Public",-7.38321,37.7965,"Morogoro","Operating","Tanzania"
"LUNDI","103718-3","Dispensary","Public",-7.0649,37.81803,"Morogoro","Operating","Tanzania"
"MSONGE","105494-9","Dispensary","Public",-7.2387,37.8496,"Morogoro","Operating","Tanzania"
"TUNUNGUO","110421-5","Dispensary","Public",-7.0452,37.9578,"Morogoro","Operating","Tanzania"
"DIGUZI","110422-3","Dispensary","Public",-7.49684,37.606226,"Morogoro","Operating","Tanzania"
"BWAKIRA CHINI","100646-9","Dispensary","Public",-7.40222,37.8342,"Morogoro","Operating","Tanzania"
"NGERENGERE","106374-2","Health Center","Public",-6.76216,38.12981,"Morogoro","Operating","Tanzania"
"SESENGA","121852-8","Dispensary","Public",-7.38342,37.53554,"Morogoro","Operating","Tanzania"
"Bungu","100570-1","Dispensary","Public",-7.198267,37.788431,"Morogoro","Operating","Tanzania"
"EPHEDRA","124084-5","Health Laboratory","Private",-6.81292,37.664790000000004,"Morogoro","Operating","Tanzania"
"MKOYA","105118-4","Dispensary","Public",-6.88415,37.64493,"Morogoro","Operating","Tanzania"
