facility_code,service_category,service_group,service_detail
MC010098,Diagnostics,Diagnostics,Rapid HIV Testing
MC010098,Diagnostics,Diagnostics,Urine protein dip stick test
MC010098,Diagnostics,Diagnostics,Urine glucose test
MC010098,Diagnostics,Diagnostics,Urine keton test
MC010098,Diagnostics,Diagnostics,Malaria rapid test
MC010098,Maternal & Reproductive Health,Maternal & Reproductive Health,Oral Contraceptives
MC010098,Maternal & Reproductive Health,Maternal & Reproductive Health,Progesterone oral Contraceptive
MC010098,Maternal & Reproductive Health,Maternal & Reproductive Health,Injectable Contraceptive
MC010098,Maternal & Reproductive Health,Maternal & Reproductive Health,Male condoms
MC010098,Maternal & Reproductive Health,Maternal & Reproductive Health,Female condoms
MC010098,Maternal & Reproductive Health,Maternal & Reproductive Health,Intrauterine Device (IUCD)
MC010098,Maternal & Reproductive Health,Maternal & Reproductive Health,Implants
MC010098,Maternal & Reproductive Health,Maternal & Reproductive Health,Emergency Contraceptives
MC010098,Maternal & Reproductive Health,Maternal & Reproductive Health,Depoprovera
MC010098,Maternal & Reproductive Health,Maternal & Reproductive Health,Levonorgestrel
CR260099,Maternal & Reproductive Health,Maternal & Reproductive Health,Pill
CR260099,Maternal & Reproductive Health,Maternal & Reproductive Health,Pill
CR260099,Maternal & Reproductive Health,Maternal & Reproductive Health,Male condoms
CR260099,Maternal & Reproductive Health,Maternal & Reproductive Health,Female condoms
CR260099,Maternal & Reproductive Health,Maternal & Reproductive Health,Intrauterine Device (IUD)
CR260099,Maternal & Reproductive Health,Maternal & Reproductive Health,Implant
CR260099,Maternal & Reproductive Health,Maternal & Reproductive Health,Emergency Contraception
CR260099,Maternal & Reproductive Health,Maternal & Reproductive Health,Male Sterilisation
CR260099,Maternal & Reproductive Health,Maternal & Reproductive Health,Female Sterilisation
CR260099,Maternal & Reproductive Health,Maternal & Reproductive Health,Depoprovera
CR260099,HIV/AIDS & Counseling,HIV/AIDS & Counseling,ORS provision
CR260099,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Zinc supplimentation
CR260099,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Amoxixillin Treatment
CR260099,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Malaria Treatment
CR260099,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Iron Suppliment
CR260099,Clinical Services,Clinical Services,Running water
CR260099,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Hand washing soap
CR260099,Clinical Services,Clinical Services,Hand sanitiser
CR260099,Clinical Services,Clinical Services,Disposable gloves
CR260099,Clinical Services,Clinical Services,Bin
CR260099,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Shaprs Container
CR260099,Clinical Services,Clinical Services,Disinfectant
CR260099,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Disposable syringes
CR260099,Clinical Services,Clinical Services,Auto disposable syringes
CR260099,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Staff trained in VCT
CR260099,Clinical Services,Clinical Services,Malaria rapid diagnostic test (MRDT)
CR260099,Clinical Services,Clinical Services,Slide Microscopy
CR260099,Diagnostics,Diagnostics,Rapid Syphillis
CR260099,Diagnostics,Diagnostics,Rapid HIV Testing
CR260099,Diagnostics,Diagnostics,Urine protein dip stick test
CR260099,Diagnostics,Diagnostics,Malaria rapid test
CR260099,Maternal & Reproductive Health,Maternal & Reproductive Health,Oral Contraceptives
CR260099,Maternal & Reproductive Health,Maternal & Reproductive Health,Progesterone oral Contraceptive
CR260099,Maternal & Reproductive Health,Maternal & Reproductive Health,Male condoms
CR260099,Maternal & Reproductive Health,Maternal & Reproductive Health,Female condoms
CR260099,Maternal & Reproductive Health,Maternal & Reproductive Health,Intrauterine Device (IUCD)
CR260099,Maternal & Reproductive Health,Maternal & Reproductive Health,Implants
CR260099,Maternal & Reproductive Health,Maternal & Reproductive Health,Emergency Contraceptives
CR260099,Maternal & Reproductive Health,Maternal & Reproductive Health,Depoprovera
CR260099,Maternal & Reproductive Health,Maternal & Reproductive Health,Levonorgestrel
CR260099,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Disposable syringes
CR260099,Diagnostics,Diagnostics,Rapid Syphillis
CR260099,Diagnostics,Diagnostics,Rapid HIV Testing
CR260099,Diagnostics,Diagnostics,Urine protein dip stick test
CR260099,Diagnostics,Diagnostics,Urine glucose test
CR260099,Diagnostics,Diagnostics,Urine keton test
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Pill
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Pill
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Injectable
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Progesterone only injectable
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Male condoms
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Female condoms
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Intrauterine Device (IUD)
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Implant
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Emergency Contraception
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Male Sterilisation
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Female Sterilisation
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Depoprovera
DA020100,Clinical Services,Clinical Services,Running water
DA020100,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Hand washing soap
DA020100,Clinical Services,Clinical Services,Hand sanitiser
DA020100,Clinical Services,Clinical Services,Disposable gloves
DA020100,Clinical Services,Clinical Services,Bin
DA020100,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Shaprs Container
DA020100,Clinical Services,Clinical Services,Disinfectant
DA020100,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Disposable syringes
DA020100,Clinical Services,Clinical Services,Auto disposable syringes
DA020100,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Staff trained in VCT
DA020100,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Staff trained in HIV-AIDS prevention
DA020100,Clinical Services,Clinical Services,Malaria rapid diagnostic test (MRDT)
DA020100,Clinical Services,Clinical Services,Slide Microscopy
DA020100,Diagnostics,Diagnostics,Rapid Syphillis
DA020100,Diagnostics,Diagnostics,Rapid HIV Testing
DA020100,Diagnostics,Diagnostics,Urine protein dip stick test
DA020100,Diagnostics,Diagnostics,Urine glucose test
DA020100,Diagnostics,Diagnostics,Malaria rapid test
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Oral Contraceptives
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Progesterone oral Contraceptive
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Injectable Contraceptive
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Injectable Contraceptive
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Male condoms
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Female condoms
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Intrauterine Device (IUCD)
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Implants
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Emergency Contraceptives
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Male Sterilisation
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Male Sterilisation
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Depoprovera
DA020100,Maternal & Reproductive Health,Maternal & Reproductive Health,Levonorgestrel
NT120103,Maternal & Reproductive Health,Maternal & Reproductive Health,Pill
NT120103,Maternal & Reproductive Health,Maternal & Reproductive Health,Pill
NT120103,Maternal & Reproductive Health,Maternal & Reproductive Health,Progesterone only injectable
NT120103,Maternal & Reproductive Health,Maternal & Reproductive Health,Male condoms
NT120103,Maternal & Reproductive Health,Maternal & Reproductive Health,Female condoms
NT120103,Maternal & Reproductive Health,Maternal & Reproductive Health,Intrauterine Device (IUD)
NT120103,Maternal & Reproductive Health,Maternal & Reproductive Health,Implant
NT120103,Maternal & Reproductive Health,Maternal & Reproductive Health,Emergency Contraception
NT120103,Maternal & Reproductive Health,Maternal & Reproductive Health,Male Sterilisation
NT120103,Maternal & Reproductive Health,Maternal & Reproductive Health,Female Sterilisation
NT120103,Maternal & Reproductive Health,Maternal & Reproductive Health,Depoprovera
NT120103,Clinical Services,Clinical Services,Running water
NT120103,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Hand washing soap
NT120103,Clinical Services,Clinical Services,Hand sanitiser
NT120103,Clinical Services,Clinical Services,Disposable gloves
NT120103,Clinical Services,Clinical Services,Bin
NT120103,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Shaprs Container
NT120103,Clinical Services,Clinical Services,Disinfectant
NT120103,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Disposable syringes
NT120103,Clinical Services,Clinical Services,Auto disposable syringes
NT120103,Clinical Services,Clinical Services,Malaria rapid diagnostic test (MRDT)
NT120103,Clinical Services,Clinical Services,Slide Microscopy
NT120103,Diagnostics,Diagnostics,Rapid HIV Testing
NT120103,Diagnostics,Diagnostics,Malaria rapid test
NT120103,Maternal & Reproductive Health,Maternal & Reproductive Health,Oral Contraceptives
NT120103,Maternal & Reproductive Health,Maternal & Reproductive Health,Progesterone oral Contraceptive
NT120103,Maternal & Reproductive Health,Maternal & Reproductive Health,Injectable Contraceptive
NT120103,Maternal & Reproductive Health,Maternal & Reproductive Health,Male condoms
NT120103,Maternal & Reproductive Health,Maternal & Reproductive Health,Female condoms
NT120103,Maternal & Reproductive Health,Maternal & Reproductive Health,Intrauterine Device (IUCD)
NT120103,Maternal & Reproductive Health,Maternal & Reproductive Health,Implants
NT120103,Maternal & Reproductive Health,Maternal & Reproductive Health,Emergency Contraceptives
NT120103,Maternal & Reproductive Health,Maternal & Reproductive Health,Depoprovera
NT120103,Maternal & Reproductive Health,Maternal & Reproductive Health,Levonorgestrel
BT240104,Clinical Services,Clinical Services,Malaria diagnosis
BT240104,Clinical Services,Clinical Services,Malaria facility offer diagnosis and malaria treatment
BT240104,Clinical Services,Clinical Services,Malaria rapid diagnostic test (MRDT)
BT240104,Clinical Services,Clinical Services,Out patient services (OPD)
BT240104,Clinical Services,Clinical Services,Pneumonia treatment
BT240104,Clinical Services,Clinical Services,ARI
BT240104,Clinical Services,Clinical Services,MCI-Integrated Mangement of child illiness
BT240104,Clinical Services,Clinical Services,ORS
BT240104,Clinical Services,Clinical Services,Diarrhoea diseases
BT240104,Clinical Services,Clinical Services,ZINC
BT240104,Clinical Services,Clinical Services,Chronic Respiratory diseases
BT240104,Clinical Services,Clinical Services,Non-Communicable Diseases
BT240104,Clinical Services,Clinical Services,Running water
BT240104,Clinical Services,Clinical Services,Surgical services provided
BT240104,Clinical Services,Clinical Services,Hand waship soap
BT240104,Clinical Services,Clinical Services,Disposable gloves
BT240104,Clinical Services,Clinical Services,Bin
BT240104,Clinical Services,Clinical Services,Sharp container
BT240104,Clinical Services,Clinical Services,Disinfectant
BT240104,Clinical Services,Clinical Services,Disposable syringes
BT240104,Clinical Services,Clinical Services,Condoms
BT240104,Clinical Services,Clinical Services,HIV and AIDS Treatment
BT240104,Laboratory,Laboratory,Medical devices
BT240104,Pharmacy,Pharmacy,Dispensing room
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Female Sterilisation
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Family planning
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Male Sterilisation
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Intrauterine Device (IUD)
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Female condoms
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Male condoms
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Progesterone only injectable
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Implant
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Pill
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Injectable
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Emergency Contraception
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Depoprovera
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Oral Contraceptives
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Family planning services for un married persons
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Progesterone oral Contraceptive
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Injectable Contraceptive
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Injectable Contraceptive
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Male condoms
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Female condoms
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Intrauterine Device (IUCD)
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Implants
BT240104,Clinical Services,Clinical Services,Malaria diagnosis
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Male Sterilisation
BT240104,Clinical Services,Clinical Services,Malaria facility offer diagnosis and malaria treatment
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Emergency Contraceptives
BT240104,Clinical Services,Clinical Services,Malaria rapid diagnostic test (MRDT)
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Male Sterilisation
BT240104,Clinical Services,Clinical Services,Out patient services (OPD)
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Depoprovera
BT240104,Clinical Services,Clinical Services,Pneumonia treatment
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Levonorgestrel
BT240104,Clinical Services,Clinical Services,ARI
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Ulipristal Acetate
BT240104,Clinical Services,Clinical Services,MCI-Integrated Mangement of child illiness
BT240104,Clinical Services,Clinical Services,ORS
BT240104,Clinical Services,Clinical Services,Diarrhoea diseases
BT240104,Clinical Services,Clinical Services,ZINC
BT240104,Clinical Services,Clinical Services,Chronic Respiratory diseases
BT240104,Clinical Services,Clinical Services,Non-Communicable Diseases
BT240104,Clinical Services,Clinical Services,Running water
BT240104,Clinical Services,Clinical Services,Surgical services provided
BT240104,Clinical Services,Clinical Services,Hand waship soap
BT240104,Clinical Services,Clinical Services,Disposable gloves
BT240104,Clinical Services,Clinical Services,Bin
BT240104,Clinical Services,Clinical Services,Sharp container
BT240104,Clinical Services,Clinical Services,Disinfectant
BT240104,Clinical Services,Clinical Services,Disposable syringes
BT240104,Clinical Services,Clinical Services,Condoms
BT240104,Clinical Services,Clinical Services,HIV and AIDS Treatment
BT240104,Laboratory,Laboratory,Medical devices
BT240104,Pharmacy,Pharmacy,Dispensing room
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Female Sterilisation
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Family planning
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Male Sterilisation
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Intrauterine Device (IUD)
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Female condoms
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Male condoms
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Progesterone only injectable
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Implant
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Pill
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Injectable
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Emergency Contraception
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Depoprovera
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Oral Contraceptives
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Family planning services for un married persons
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Progesterone oral Contraceptive
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Injectable Contraceptive
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Injectable Contraceptive
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Male condoms
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Female condoms
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Intrauterine Device (IUCD)
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Implants
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Male Sterilisation
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Emergency Contraceptives
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Male Sterilisation
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Depoprovera
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Levonorgestrel
BT240104,Maternal & Reproductive Health,Maternal & Reproductive Health,Ulipristal Acetate
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Pill
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Pill
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Progesterone only injectable
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Male condoms
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Female condoms
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Intrauterine Device (IUD)
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Implant
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Cycle Beads
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Emergency Contraception
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Male Sterilisation
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Female Sterilisation
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Depoprovera
BT240105,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Management of malnutrition
BT240105,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Vitamin A supplimentation in infants and children
BT240105,HIV/AIDS & Counseling,HIV/AIDS & Counseling,ORS provision
BT240105,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Zinc supplimentation
BT240105,Community Health,Community Health,Growth monitoring
BT240105,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Amoxixillin Treatment
BT240105,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Malaria Treatment
BT240105,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Iron Suppliment
BT240105,Clinical Services,Clinical Services,Running water
BT240105,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Hand washing soap
BT240105,Clinical Services,Clinical Services,Hand sanitiser
BT240105,Clinical Services,Clinical Services,Disposable gloves
BT240105,Clinical Services,Clinical Services,Bin
BT240105,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Shaprs Container
BT240105,Clinical Services,Clinical Services,Disinfectant
BT240105,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Disposable syringes
BT240105,Clinical Services,Clinical Services,Auto disposable syringes
BT240105,Clinical Services,Clinical Services,Malaria rapid diagnostic test (MRDT)
BT240105,Clinical Services,Clinical Services,Slide Microscopy
BT240105,Diagnostics,Diagnostics,Rapid Syphillis
BT240105,Diagnostics,Diagnostics,Rapid HIV Testing
BT240105,Diagnostics,Diagnostics,Malaria rapid test
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Oral Contraceptives
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Progesterone oral Contraceptive
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Injectable Contraceptive
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Male condoms
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Female condoms
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Intrauterine Device (IUCD)
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Implants
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Cycle Beads
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Emergency Contraceptives
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Depoprovera
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Levonorgestrel
BT240105,Community Health,Community Health,Growth monitoring
BT240105,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Disposable syringes
BT240105,Diagnostics,Diagnostics,Rapid Syphillis
BT240105,Diagnostics,Diagnostics,Rapid HIV Testing
BT240105,Diagnostics,Diagnostics,Malaria rapid test
BT240105,Clinical Services,Clinical Services,Malaria diagnosis
BT240105,Clinical Services,Clinical Services,Malaria facility offer diagnosis and malaria treatment
BT240105,Clinical Services,Clinical Services,Out patient services (OPD)
BT240105,Clinical Services,Clinical Services,Pneumonia treatment
BT240105,Clinical Services,Clinical Services,ARI
BT240105,Clinical Services,Clinical Services,MCI-Integrated Mangement of child illiness
BT240105,Clinical Services,Clinical Services,ORS
BT240105,Clinical Services,Clinical Services,Diarrhoea diseases
BT240105,Clinical Services,Clinical Services,Running water
BT240105,Clinical Services,Clinical Services,Surgical services provided
BT240105,Clinical Services,Clinical Services,Hand waship soap
BT240105,Clinical Services,Clinical Services,Bin
BT240105,Clinical Services,Clinical Services,Sharp container
BT240105,Clinical Services,Clinical Services,Disinfectant
BT240105,Clinical Services,Clinical Services,Disposable syringes
BT240105,Laboratory,Laboratory,Medical devices
BT240105,Pharmacy,Pharmacy,Dispensing room
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Pill
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Family planning
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Male condoms
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Female condoms
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Male Sterilisation
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Female Sterilisation
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Depoprovera
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Oral Contraceptives
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Family planning services for un married persons
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Male condoms
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Female condoms
BT240105,Maternal & Reproductive Health,Maternal & Reproductive Health,Intrauterine Device (IUCD)
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Pill
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Pill
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Progesterone only injectable
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Male condoms
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Female condoms
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Implant
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Depoprovera
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Iron Supplimentation
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Folic acid supplimentation
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Fansidar for malaria prevention (IPT)
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Tetanus Toxoid
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Management of High Blood Pressure in Pregnant women
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,ANC job aid
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,IPT guidelines
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,HIV Counselling for Pregnant women
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,HIV Testing
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,ARV Prophylaxis
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,ART for Pregnant women
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,ARV prohpylaxis  for newborn
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Breastfeeding/feeding options Counselling
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Nutrition Counselling
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Family planning  counselling to HIV positve pregnant women
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,PMTCT guideines
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Staff trained in PMTCT last 2 years
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Staff trained in infant and young child feeding last 2 years
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Infant and young child feeding last 2 years
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Antibiotics
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Parentel oxytocin
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Magnesium sulphate
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Assisted vaginal
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Manual removal of placenta
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Removal of concetpion products
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Neonatal Rescucitation
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Successiful Deliveries
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Obstetric Referrals
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Obstetrics Job aid in maternal and neonatal care
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,New born rescucitation
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Sucntion bulb single use
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Methyldopa
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Magnesium sulphate
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,IV Solutions
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Sodium chloride injection solution
RU140107,Maternal & Reproductive Health,Maternal & Reproductive Health,Oxytocin
RU140107,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Skilled vaccine  providers
RU140107,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Staff trained  in vaccine management
RU140107,HIV/AIDS & Counseling,HIV/AIDS & Counseling,staff trained in monitoring
RU140107,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Staff trained in disease surveillance
RU140107,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Staff trained in injection safety
RU140107,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Disposable syringes
RU140107,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Auto-disable syringes
RU140107,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Polio vaccine diluent
RU140107,HIV/AIDS & Counseling,HIV/AIDS & Counseling,BCG vaccine diluent
RU140107,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Pneumococcol vaccine
RU140107,HIV/AIDS & Counseling,HIV/AIDS & Counseling,DPT Vaccine
RU140107,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Measles vaccine
RU140107,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Management of malnutrition
RU140107,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Vitamin A supplimentation in infants and children
RU140107,HIV/AIDS & Counseling,HIV/AIDS & Counseling,ORS provision
RU140107,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Zinc supplimentation
RU140107,Community Health,Community Health,Growth monitoring
RU140107,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Amoxixillin Treatment
RU140107,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Malaria Treatment
RU140107,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Iron Suppliment
RU140107,Clinical Services,Clinical Services,Running water
RU140107,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Hand washing soap
RU140107,Clinical Services,Clinical Services,Hand sanitiser
