facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status,service_category,service_group,service_detail
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Community Health,Community Health,Growth monitoring
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Diagnostics,Diagnostics,Rapid Syphillis
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Diagnostics,Diagnostics,Rapid HIV Testing
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Diagnostics,Diagnostics,Malaria rapid test
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,Malaria diagnosis
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,Malaria facility offer diagnosis and malaria treatment
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,In patient services (IPD)
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,Rapid Diagnostic Test (MRDT)
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,Malaria Diagnosis and Treatment
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,Slide Microscopy
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,RDTs for under-5
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,Adult less than 36 kg
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,First Line Uncomplicated Treatment
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,Adult more than 36 kg
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,Children less than 15 kg
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,Children more than 15 kg
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,Pneumonia treatment
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,ARI
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,MCI-Integrated Mangement of child illiness
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,Treatment of severe pneumonia(Oxygen)
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,ORS
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,Diarrhoea diseases
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,ZINC
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,Treatment of severe diarrhoea (IV Fluids)
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,Community management of nutrition under-5:Plumpy peanut
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,Community management of in under-5: Micronutrient provider
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,Community management of nutrition in under-5: Vitamin A
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,Chronic Respiratory diseases management
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,Non-Communicable Diseases
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,Chronic Respiratory diseases
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Clinical Services,Clinical Services,Cardivascular diseases management
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Pharmacy,Pharmacy,Pharmacy
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Pharmacy,Pharmacy,Dispensing room
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Laboratory,Laboratory,Medical devices
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Nutrition Counselling
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Prevention of Mother to Child Transmission of HIV (PMTCT)
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Infant and young child feeding last 2 years
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Nutrition,Nutrition,Management of severe malnutrition (children)
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Nutrition,Nutrition,Vitamin A supplementation in pregnat women
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Nutrition,Nutrition,Deworming
Chezi Mission Hospital,DA020166,Hospital,Christian Health Association of Malawi (CHAM),-13.65,34.04,Central East Zone,Functional,Nutrition,Nutrition,Vitamin A supplementation in infants and children 6-59 months
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Pill
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Pill
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Injectable
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Progesterone only injectable
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Male condoms
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Female condoms
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Intrauterine Device (IUD)
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Implant
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Emergency Contraception
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Depoprovera
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Management of malnutrition
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,ORS provision
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Zinc supplimentation
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Amoxixillin Treatment
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Malaria Treatment
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,Running water
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Hand washing soap
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,Disposable gloves
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,Bin
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Shaprs Container
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,Disinfectant
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Disposable syringes
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Staff trained in VCT
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Staff trained in HIV-AIDS prevention
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,Smear microscopy
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,TB Guideliness
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,National guidelines for TB- MDR
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,MDR TB guidelines
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,TB infection control guidelines
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,Staff trained in TB Management
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,Staff trained in HIV-TB coinfection
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,Staff trained in MDR TB
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,Staff trained in TB Infection control
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,Malaria diagnosis through symptoms
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,Malaria rapid diagnostic test (MRDT)
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,Slide Microscopy
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Diagnostics,Diagnostics,Rapid HIV Testing
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Diagnostics,Diagnostics,Malaria rapid test
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Oral Contraceptives
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Progesterone oral Contraceptive
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Injectable Contraceptive
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Injectable Contraceptive
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Male condoms
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Female condoms
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Intrauterine Device (IUCD)
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Implants
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Emergency Contraceptives
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Depoprovera
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Levonorgestrel
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Diagnostics,Diagnostics,Rapid HIV Testing
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Diagnostics,Diagnostics,Malaria rapid test
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Breastfeeding/feeding options Counselling
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Prevention of Mother to Child Transmission of HIV (PMTCT)
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Nutrition Counselling
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Disposable syringes
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Child immunisation
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Community Health,Community Health,Growth monitoring
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Community Health,Community Health,Health education
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Nutrition,Nutrition,Management of severe malnutrition (children)
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Nutrition,Nutrition,Vitamin A supplementation in pregnat women
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Nutrition,Nutrition,Deworming
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Nutrition,Nutrition,Vitamin A supplementation in infants and children 6-59 months
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Laboratory,Laboratory,Medical devices
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,Out patient services (OPD)
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,Malaria diagnosis
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,Malaria facility offer diagnosis and malaria treatment
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,Malaria diagnosis through symptoms
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,Malaria rapid diagnostic test (MRDT)
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Pharmacy,Pharmacy,Pharmacy
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Pharmacy,Pharmacy,Dispensing room
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Diagnostics,Diagnostics,Rapid HIV Testing
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Diagnostics,Diagnostics,Malaria rapid test
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Breastfeeding/feeding options Counselling
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Prevention of Mother to Child Transmission of HIV (PMTCT)
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Nutrition Counselling
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Disposable syringes
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Child immunisation
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Community Health,Community Health,Growth monitoring
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Community Health,Community Health,Health education
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Nutrition,Nutrition,Management of severe malnutrition (children)
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Nutrition,Nutrition,Vitamin A supplementation in pregnat women
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Nutrition,Nutrition,Deworming
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Nutrition,Nutrition,Vitamin A supplementation in infants and children 6-59 months
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Laboratory,Laboratory,Medical devices
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,Out patient services (OPD)
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,Malaria diagnosis
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,Malaria facility offer diagnosis and malaria treatment
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,Malaria diagnosis through symptoms
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Clinical Services,Clinical Services,Malaria rapid diagnostic test (MRDT)
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Pharmacy,Pharmacy,Pharmacy
Chiwanja Pvt,MZ160167,Clinic,Private,-11.4509801,34.0117584,North Zone,Functional,Pharmacy,Pharmacy,Dispensing room
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Management of malnutrition
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Vitamin A supplimentation in infants and children
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,ORS provision
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Zinc supplimentation
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Amoxixillin Treatment
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Malaria Treatment
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Iron Suppliment
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,Clinical Services,Clinical Services,Running water
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Hand washing soap
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,Clinical Services,Clinical Services,Disposable gloves
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,Clinical Services,Clinical Services,Bin
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Shaprs Container
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,Clinical Services,Clinical Services,Disinfectant
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Disposable syringes
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Staff trained in VCT
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Staff trained in HIV-AIDS prevention
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,Clinical Services,Clinical Services,ART providers
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,Clinical Services,Clinical Services,ART Pescriptions
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,Clinical Services,Clinical Services,Treatment for Opportunistic infections
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,Clinical Services,Clinical Services,Palliative care Services
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,Clinical Services,Clinical Services,Nutrition services
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,Clinical Services,Clinical Services,Fortified Protein supplimentation
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,Clinical Services,Clinical Services,Paediatric-HIV servies
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,Clinical Services,Clinical Services,PrepP-Pre exposure prophylaxis
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,Clinical Services,Clinical Services,Condoms
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,Clinical Services,Clinical Services,HIV-AIDS national guidelines
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,Clinical Services,Clinical Services,Slide Microscopy
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,Diagnostics,Diagnostics,Rapid Syphillis
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,Diagnostics,Diagnostics,Rapid HIV Testing
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,Diagnostics,Diagnostics,DBS
Chichiri ESCOM Clinic,BT240169,Clinic,Private,-15.79342,35.02444,South East Zone,Functional,Diagnostics,Diagnostics,Malaria rapid test
Chichiri Prison Clinic,BT240170,Clinic,Government,-15.80577,35.03242,South East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Depoprovera
Chichiri Prison Clinic,BT240170,Clinic,Government,-15.80577,35.03242,South East Zone,Functional,Clinical Services,Clinical Services,Running water
Chichiri Prison Clinic,BT240170,Clinic,Government,-15.80577,35.03242,South East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Hand washing soap
Chichiri Prison Clinic,BT240170,Clinic,Government,-15.80577,35.03242,South East Zone,Functional,Clinical Services,Clinical Services,Hand sanitiser
Chichiri Prison Clinic,BT240170,Clinic,Government,-15.80577,35.03242,South East Zone,Functional,Clinical Services,Clinical Services,Disposable gloves
Chichiri Prison Clinic,BT240170,Clinic,Government,-15.80577,35.03242,South East Zone,Functional,Clinical Services,Clinical Services,Bin
Chichiri Prison Clinic,BT240170,Clinic,Government,-15.80577,35.03242,South East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Shaprs Container
Chichiri Prison Clinic,BT240170,Clinic,Government,-15.80577,35.03242,South East Zone,Functional,Clinical Services,Clinical Services,Disinfectant
Chichiri Prison Clinic,BT240170,Clinic,Government,-15.80577,35.03242,South East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Disposable syringes
Chichiri Prison Clinic,BT240170,Clinic,Government,-15.80577,35.03242,South East Zone,Functional,Clinical Services,Clinical Services,Auto disposable syringes
Chichiri Prison Clinic,BT240170,Clinic,Government,-15.80577,35.03242,South East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Staff trained in VCT
Chichiri Prison Clinic,BT240170,Clinic,Government,-15.80577,35.03242,South East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Staff trained in HIV-AIDS prevention
