facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status,service_category,service_group,service_detail
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,DPT Vaccine
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Measles vaccine
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Community Health,Community Health,Growth monitoring
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Diagnostics,Diagnostics,Rapid Syphillis
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Diagnostics,Diagnostics,Rapid HIV Testing
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Diagnostics,Diagnostics,Malaria rapid test
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Malaria diagnosis
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Malaria facility offer diagnosis and malaria treatment
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Malaria diagnosis through symptoms
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Malaria rapid diagnostic test (MRDT)
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Out patient services (OPD)
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Rapid Diagnostic Test (MRDT)
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Malaria Diagnosis and Treatment
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,RDTs for under-5
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Adult less than 36 kg
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,First Line Uncomplicated Treatment
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Adult more than 36 kg
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Children less than 15 kg
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Children more than 15 kg
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Pneumonia treatment
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,ARI
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,MCI-Integrated Mangement of child illiness
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,ORS
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Diarrhoea diseases
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,ZINC
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Community management of nutrition under-5:Plumpy peanut
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Community management of in under-5: Micronutrient provider
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Community management of nutrition in under-5: Vitamin A
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Disposable gloves
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Surgical services provided
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Sharp container
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Disinfectant
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Bin
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Disposable syringes
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Auto disposable syringes
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,ART services
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,HIV and AIDS Treatment
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,ART providers
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,ART Pescriptions
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,ART follow up
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,National ART guidelines
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Staff trained in ART in last 2 years
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Treatment for Opportunistic infections
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Family planning for HIV clients
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Staff trained in HIV-AIDS clinical management
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,STI services
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Sexully Transmitted infection
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,STI diagnosis and management
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,ST Treatment
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,National STI guidelines
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Staff trained in STI diagnosis and management
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Clinical Services,Clinical Services,Staff trained in STI last 2 years
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Pharmacy,Pharmacy,Dispensing room
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Nutrition,Nutrition,Vitamin A supplementation in pregnat women
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Nutrition,Nutrition,Deworming
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Nutrition,Nutrition,Vitamin A supplementation in infants and children 6-59 months
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Pill
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Family planning
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Male condoms
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Female condoms
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Depoprovera
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Oral Contraceptives
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Family planning services for un married persons
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Male condoms
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Female condoms
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Depoprovera
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Pill
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Pill
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Progesterone only injectable
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Male condoms
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Female condoms
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Intrauterine Device (IUD)
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Implant
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Emergency Contraception
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Depoprovera
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Skilled vaccine  providers
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Staff trained  in vaccine management
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,staff trained in monitoring
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Staff trained in injection safety
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Disposable syringes
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Auto-disable syringes
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Polio vaccine diluent
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,BCG vaccine diluent
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Pneumococcol vaccine
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,DPT Vaccine
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Measles vaccine
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Management of malnutrition
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Vitamin A supplimentation in infants and children
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,ORS provision
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Zinc supplimentation
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,Community Health,Community Health,Growth monitoring
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Amoxixillin Treatment
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Malaria Treatment
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Iron Suppliment
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,Clinical Services,Clinical Services,Running water
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Hand washing soap
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,Clinical Services,Clinical Services,Hand sanitiser
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,Clinical Services,Clinical Services,Disposable gloves
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Shaprs Container
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,Clinical Services,Clinical Services,Disinfectant
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Disposable syringes
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,Clinical Services,Clinical Services,Malaria rapid diagnostic test (MRDT)
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,Clinical Services,Clinical Services,Slide Microscopy
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,Diagnostics,Diagnostics,Rapid Syphillis
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,Diagnostics,Diagnostics,Rapid HIV Testing
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,Diagnostics,Diagnostics,Malaria rapid test
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Injectable Contraceptive
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Male condoms
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Depoprovera
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Levonorgestrel
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Pill
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Pill
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Progesterone only injectable
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Male condoms
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Female condoms
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Implant
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Emergency Contraception
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Depoprovera
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Iron Supplimentation
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Folic acid supplimentation
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Fansidar for malaria prevention (IPT)
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Tetanus Toxoid
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Management of High Blood Pressure in Pregnant women
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,ANC job aid
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,IPT guidelines
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Staff trained in ANC last 2 years
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Staff trained in IPT last 2 years
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Antibiotics
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Parentel oxytocin
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Magnesium sulphate
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Neonatal Rescucitation
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Successiful Deliveries
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Obstetric Referrals
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Obstetrics Job aid in maternal and neonatal care
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Obstetric Job aid
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,New born rescucitation
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Sucntion bulb single use
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Eye ointment
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Gentamycin injectable 40mg
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Ampicilin
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Benzathine/Benzylpenicin
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Magnesium sulphate
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Skin disinfectant
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Chlorhexidine
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,IV Solutions
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Sodium chloride injection solution
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Maternal & Reproductive Health,Maternal & Reproductive Health,Oxytocin
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Skilled vaccine  providers
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Staff trained  in vaccine management
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,staff trained in monitoring
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Staff trained in disease surveillance
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Staff trained in injection safety
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Disposable syringes
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Auto-disable syringes
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Polio vaccine diluent
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,BCG vaccine diluent
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Pneumococcol vaccine
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,DPT Vaccine
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Measles vaccine
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Management of malnutrition
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Vitamin A supplimentation in infants and children
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,ORS provision
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Zinc supplimentation
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Community Health,Community Health,Growth monitoring
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Amoxixillin Treatment
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Malaria Treatment
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Iron Suppliment
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Clinical Services,Clinical Services,Running water
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Hand washing soap
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Clinical Services,Clinical Services,Hand sanitiser
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Clinical Services,Clinical Services,Disposable gloves
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Clinical Services,Clinical Services,Bin
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Shaprs Container
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Clinical Services,Clinical Services,Disinfectant
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Disposable syringes
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Clinical Services,Clinical Services,Auto disposable syringes
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Staff trained in VCT
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,HIV/AIDS & Counseling,HIV/AIDS & Counseling,Staff trained in HIV-AIDS prevention
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Clinical Services,Clinical Services,Treatment for Opportunistic infections
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Clinical Services,Clinical Services,Nutrition services
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional,Clinical Services,Clinical Services,Fortified Protein supplimentation
