addo_uid,addo_name,business_type,accreditation_source,po_box,region,region_raw_clean,district,ward,village_street,phone,training_center,latitude,longitude,altitude,gps_source,gps_accuracy,has_coords,gid_region,gid_district,gid_ward
TZ-ADDO-00001,Jamila,Retail A,Pharmacy Council,640 Ludewa,Njombe,Njombe,Ludewa,Kaitwa,,,Mwanza,-6.7983824,39.2070622,0.0,tablet,28.0,True,36957248B16645806994912,72390352B43391507115191,
TZ-ADDO-00002,Mtega Dldm,Retail A,Pharmacy Council,19 songea,Ruvuma,Ruvuma,Songea Mc,Misufini,Zimamoto,,Songea Town,-10.6746237673,35.6459120032,1104.3256965799,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00003,Joyce Dldm,Retail A,Pharmacy Council,594 songea,Ruvuma,Ruvuma,Songea Mc,Misufini,Manzese,,Songea Town,-10.6739246282,35.6450160553,1092.8436774215,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00004,Berns & Son Dldm,Retail A,Pharmacy Council,,Ruvuma,Ruvuma,Songea Mc,Misufini,Manzese,,Songea Town,-10.6730126224,35.644771108,1075.0068617074,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-00005,Tossi Dldm,Retail A,Pharmacy Council,259 Songea,Ruvuma,Ruvuma,Songea Mc,Misufini,Mbarika,,Songea Town,-10.6754494201,35.639197681,1038.6648066977,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00006,Neema Dldm,Retail A,Pharmacy Council,293 Songea,Ruvuma,Ruvuma,Songea Mc,Matarawe,Mwembechai,,Songea Town,-10.6749041186,35.6336826874,1065.2029867327,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00007,Angel Dldm,Retail A,Pharmacy Council,14 songea,Ruvuma,Ruvuma,Songea Mc,Matarawe,Asia Kovu,,Songea town,-10.6711874607,35.6368259179,1083.5597126731,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-00008,Njowoka Dldm,Retail A,Pharmacy Council,,Ruvuma,Ruvuma,Songea Mc,Matarawe,Sabasaba,,Songea Town,-10.6672099479,35.6395070017,1060.5153913205,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-00009,Joy Dldm,Retail A,Pharmacy Council,5 songea,Ruvuma,Ruvuma,Songea Mc,Matarawe,Sabasaba,,Mbinga Dc,-10.667948723,35.6405198414,1083.6618005327,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-00010,Itunge,Retail A,,12 songea,Ruvuma,Ruvuma,Songea Mc,Matarawe,Asia Kovu,,Songea Town,-10.66921299,35.6409810822,1060.6139933469,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00011,Sac Dldm,Retail A,Pharmacy Council,1374 Songea,Ruvuma,Ruvuma,Songea Mc,Mfaranyaki,Stand,,Masasi Dc,-10.678545251,35.6449064546,1080.0367539241,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00012,Madamba Dldm,Retail A,Pharmacy Council,388 Songea,Ruvuma,Ruvuma,Songea Dc,Mfaranyaki,Stand,,Songea Town,-10.6777148824,35.6456779448,1060.9735552599,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00013,Chanangula,Retail A,Pharmacy Council,1014 Songea,Ruvuma,Ruvuma,Songea Town,Mfaranyaki,Mbarika,,Songea Town,-10.6776611011,35.6400833029,1054.0702090325,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-00014,Misufini Dldm,Retail A,Pharmacy Council,14 Songea,Ruvuma,Ruvuma,Songea Mc,Mfaranyaki,Misufini,,Songea Town,-10.6769251872,35.6370075726,1068.7805283043,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00015,Enna Dldm,Retail A,,745,Ruvuma,Ruvuma,Songea Mc,Majengo,Majengo Mitumbani,,Songea Town,-10.6790227119,35.6437208028,1074.5875145474,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00016,Katundu Dldm,Retail A,Pharmacy Council,258 songea,Ruvuma,Ruvuma,Songea Mc,Majengo,Majengo Kota,,Songea Town,-10.6801526714,35.6446210953,1060.1804820301,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00017,PN DLDM,Retail A,Pharmacy Council,14 Songea,Ruvuma,Ruvuma,Songea Mc,Misufini,Sodeco,,Songea,-10.6735303599,35.6460885476,1209.3011170823,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00018,Eva DLDM,Retail A,Pharmacy Council,19 Peramiho,Ruvuma,Ruvuma,Songea Mc,Misufini,Police Line,,Mbinga,-10.6746511944,35.6473863178,1114.9507222103,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00019,Chenza DLDM,Retail A,TFDA,5 Songea,Ruvuma,Ruvuma,Songea Mc,Mfaranyaki,Matomondo,,Tunduru,-10.6770373729,35.6469514284,1097.5661706242,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00020,Majimai DLDM,Retail A,Pharmacy Council,576 Songea,Ruvuma,Ruvuma,Songea Mc,Mjini,Matomondo,,Songea mjini,-10.6769386147,35.6456058595,1091.6408808463,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00021,Chenza,Retail A,TFDA,135,Ruvuma,Ruvuma,Songea Mc,Mfaranyaki,Matomondo,,Tunduru,-10.677023434,35.6468646364,1096.8488562133,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00022,Neema DLDM,Retail A,Pharmacy Council,Songea,Ruvuma,Ruvuma,Songea Mc,Mjini,Ccm Kauru,,Makambako,-10.6780464497,35.6464034337,1092.5558649484,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00023,Witness DLDM,Retail A,,117 songea,Ruvuma,Ruvuma,Songea Mc,Mjini,Ikweta,,Mbinga,-10.6804259476,35.6479978458,1163.2541332459,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-00024,Kiula DLDM,Retail A,Pharmacy Council,5 Songea,Ruvuma,Ruvuma,Songea Mc,Mjini,Deluxe 1,,Songea MC,-10.6793189046,35.6495158394,1117.0236801566,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00025,Safi DLDM,Retail A,Pharmacy Council,1374 Songea,Ruvuma,Ruvuma,Songea Mc,Mjini,Ccm Mkoa,,Songea MC,-10.6789998932,35.649997872,1100.4117626927,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00026,Malekela DLDM,Retail A,,5 Songea,Ruvuma,Ruvuma,Songea Mc,Mjini,Mpambalyoto,,Songea MC,-10.6803895906,35.6516810645,1127.5006135688,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00027,Doris DLDM,Retail A,Pharmacy Council,Songea,Ruvuma,Ruvuma,Songea Mc,Mjini,Zanzibar,,Songea MC,-10.677216612,35.6515686473,1132.8368086665,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00028,Faraja DLDM,Retail A,,14 Songea,Ruvuma,Ruvuma,Songea Mc,Mjini,Zanzibar,,Mbinga,-10.677130018,35.6506355912,1140.5275860039,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00029,IBRA DLDM,,Pharmacy Council,5 Songea,Ruvuma,Ruvuma,Songea Mc,Mjini,Ccm Wilaya,,Songea MC,-10.6758653885,35.6490752016,1095.7212432906,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00030,Masiko DLDM,Retail A,TFDA,1370 Songea,Ruvuma,Ruvuma,Songea Mc,Mjini,Mahenge,,Songea MC,-10.6740332617,35.6579107565,1096.0081775773,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00031,Shija DLDM,Retail A,TFDA,Songea,Ruvuma,Ruvuma,Songea Mc,Mjini,Mahenge,,Mafinga,-10.6734189406,35.6584718453,1105.8282112513,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00032,Mango DLDM,Retail A,,82 Songea,Ruvuma,Ruvuma,Songea Mc,Mahenge,Mahenge,,Songea MC,-10.6730967335,35.6624574104,1145.607017867,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00033,M/S Mapunda DLDM,Retail A,Pharmacy Council,1172,Ruvuma,Ruvuma,Songea Mc,Mjini,Mahenge,,Songea MC,-10.6683460989,35.6623258062,1064.2890945618,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00034,Rehema DLDM,Retail A,TFDA,Rehema Bryton box 727 kahama,Shinyanga,Shinyanga,Kagama Tc,Igalilimi,Lumelezi Road,,,,,,,,False,36957248B79115240070229,72390352B22692962057204,
TZ-ADDO-00035,Ayamery DLDM,Retail A,TFDA,Ayamery mlay,Shinyanga,Shinyanga,Kahama Tc,Igalilima,Standi,,Kiomboi dc,,,,,,False,36957248B79115240070229,72390352B22692962057204,
TZ-ADDO-00036,Kigoma DLDM,Retail A,TFDA,Kigoma Dldm box 414 kagama,Shinyanga,Shinyanga,Kahama Tc,Igalilimi,Igalilimi,,Singida municipal council,,,,,,False,36957248B79115240070229,72390352B22692962057204,
TZ-ADDO-00037,Bandari DLDM,Retail A,TFDA,Bandari dldm box 16 kahama,Shinyanga,Shinyanga,Kahama Tc,Igalilimi,Standi,,Kahama TC,,,,,,False,36957248B79115240070229,72390352B22692962057204,
TZ-ADDO-00038,Maua DLDM,Retail A,TFDA,Maua dldm box 924 kahama,Shinyanga,Shinyanga,Kahama Tc,Majengo,Majengo,,Kahama TC,,,,,,False,36957248B79115240070229,72390352B22692962057204,
TZ-ADDO-00039,Hope DLDM,Retail A,TFDA,Hope dldm box 350 kahama,Shinyanga,Shinyanga,Kahama Tc,Nyihogo,Tabora Road,,Tabora Municipal council,,,,,,False,36957248B79115240070229,72390352B22692962057204,
TZ-ADDO-00040,Innocencia DLDM,Retail A,Pharmacy Council,Innocencia dldm box 472 kahama,Shinyanga,Shinyanga,Kahama Tc,Nyihogo,Tabora Road,,Kahama district council,,,,,,False,36957248B79115240070229,72390352B22692962057204,
TZ-ADDO-00041,Edward DLDM,Retail A,TFDA,Edward dldm box 646 kahama,Shinyanga,Shinyanga,Kahama Tc,Nyihogo,Tabora Road,,Mufindi district council,,,,,,False,36957248B79115240070229,72390352B22692962057204,
TZ-ADDO-00042,Semu DLD,Retail A,TFDA,Semu dldm box 56 kahama,Shinyanga,Shinyanga,Kahama Tc,Nyihogo,Tabora Road,,Kahama district council,,,,,,False,36957248B79115240070229,72390352B22692962057204,
TZ-ADDO-00043,Mnazimmoja DLDM,Retail A,TFDA,,Shinyanga,Shinyanga,Kahama Tc,Nyihogo,Tabora Road,,,,,,,,False,36957248B79115240070229,72390352B22692962057204,
TZ-ADDO-00044,Lema DLDM,Retail A,TFDA,Lema dldm box 147 kahama,Shinyanga,Shinyanga,Kahama Tc,Igalilimi,Isack Road,,Kahama TC,,,,,,False,36957248B79115240070229,72390352B22692962057204,
TZ-ADDO-00045,ASAM DLDMS,Retail A,TFDA,104,Singida,SINGIDA,Singida Manispaa,Ipembe,Amani,,SINGIDA MANISPAA,,,,,,False,36957248B4897898165843,,
TZ-ADDO-00046,Msengi DLDM,Retail A,TFDA,744,Singida,Singida,Singida Municipal,Ipembe,Simba,,Singida municipal,-4.8192311285,34.7513223808,1503.1846217046,tablet,6.0,True,36957248B4897898165843,,
TZ-ADDO-00047,RACHEL DLDM,Retail A,TFDA,104,Singida,Singida,Singida Manispaa,Ipembe,Kawawa Road,,Singida manispaa,,,,,,False,36957248B4897898165843,,
TZ-ADDO-00048,Landmark DLDM,Retail A,TFDA,100,Mbeya,Mbeya,Mbeya Mc,Uzunguni,Uzungumi,,Mwwanza,,,,,,False,36957248B75876472342648,,
TZ-ADDO-00049,Wakwetu 2013,Retail A,TFDA,1096,Singida,Singida,Singida Municipal,Kindai,Kibaoni,,Singida municipal,,,,,,False,36957248B4897898165843,,
TZ-ADDO-00050,Ht,Retail A,TFDA,203,Mbeya,Mby,Mby Mc,Yl,Block T,,,,,,,,False,36957248B75876472342648,,
TZ-ADDO-00051,JK DLDM,Retail A,TFDA,1597,Singida,SINGIDA,Singida Municipal,Majengo,Stand,,Dodoma,-4.8207676147,34.7515044153,1496.3587145524,tablet,4.0,True,36957248B4897898165843,,
TZ-ADDO-00052,AMON DLDM,Retail A,TFDA,104,Singida,SINGIDA,Singida Manispaa,Ipembe,Sokoni,,Singida manispaa,,,,,,False,36957248B4897898165843,,
TZ-ADDO-00053,Chipukizi dldm,Retail A,TFDA,354,Singida,Singida,Singida Municipal,Ipembe,Karume Road,,Singida municipal councel,-4.819575426,34.7507175121,1492.3971878972,tablet,8.0,True,36957248B4897898165843,,
TZ-ADDO-00054,Godliver MAkoyola,Retail A,TFDA,2324,Iringa,Iringa,Kilolo,N'Ghuluwe,Rwagati,,Kilolo dc,-8.1039735116,35.772553822,1871.5,tablet,5.0,True,36957248B77241623821364,72390352B38467377597679,
TZ-ADDO-00055,Grace dldm,Retail A,TFDA,4,Singida,Singida,Singida Municipal,Ipembe,Sokoni,,Singida municipal,-4.8185746857,34.7514138041,1498.2804161214,tablet,4.0,True,36957248B4897898165843,,
TZ-ADDO-00056,Faraja dldm,Retail A,TFDA,,Singida,Singida,Singida Municipal,Mahembe,Kindae,,Singida municipal,,,,,,False,36957248B4897898165843,,
TZ-ADDO-00057,Nuru Dldm,Retail A,TFDA,890,Iringa,IRINGA,Kilolo,Bomalang'Ombe,Chalinze,,,-8.2292517414,35.8802404907,1916.8,tablet,5.0,True,36957248B77241623821364,72390352B38467377597679,66589294B20223145825912
TZ-ADDO-00058,Msoto dldm,Retail A,TFDA,,Singida,Singida,Singida Municipal,Ipembe,Karume Road,,Singida municipal,-4.8201010847,34.7504944397,1488.6509574342,tablet,4.0,True,36957248B4897898165843,,
TZ-ADDO-00059,Riziki dldm,Retail A,TFDA,104,Singida,Singida,Singida Rural,Majengo,Stand,,Kasulu,-4.8199755446,34.7527231748,1476.0049977509,tablet,6.0,True,36957248B4897898165843,,
TZ-ADDO-00060,Serengeti dldm,Retail A,,43,Singida,Singida,Singida Municipal,Kindai,Kibaoni,,Singida municipal,,,,,,False,36957248B4897898165843,,
TZ-ADDO-00061,Mdeke medical store,Retail A,TFDA,,Iringa,Iringa,Kilolo,Bomalang'Ombe,Chalinze,,Iringa mc,-8.2295865146,35.8809366077,1941.5,tablet,5.0,True,36957248B77241623821364,72390352B38467377597679,66589294B20223145825912
TZ-ADDO-00062,AA DUKA LA DAWA,Retail A,,,Singida,Singida,Singida Municipal,Kindae,Msalaba Mrefu,,Singida municipal councel,-4.8232759242,34.748367764,1508.4730767737,tablet,6.0,True,36957248B4897898165843,,
TZ-ADDO-00063,Matepa dldm,Retail A,Pharmacy Council,781,Singida,Singida,Singida Manispaa,Mitunduruni,Boma Road,,Singida manispaa,,,,,,False,36957248B4897898165843,,
TZ-ADDO-00064,Josephat medics,Retail A,,217,Iringa,Iringa,Kilolo Dc,Dabaga,Kati,,Iringa mc,-8.1038707914,35.9025398735,1912.9,tablet,5.0,True,36957248B77241623821364,72390352B38467377597679,66589294B46509439391322
TZ-ADDO-00065,Sawe Dldm,Retail A,TFDA,,Singida,Singida,Singida Manispaa,Ipembe,Kawawa Road,,,,,,,,False,36957248B4897898165843,,
TZ-ADDO-00066,Coastal DLDM,Retail A,TFDA,6004,Morogoro,Morogoro,Mvomero,Mvomero,Zaire,,Mikumi,-6.4363553267,37.531898201,342.4456214816,tablet,4.0,True,36957248B51202481578817,72390352B62121337619186,66589294B51316778792813
TZ-ADDO-00067,LUGE Dldm,Retail A,TFDA,663,Morogoro,Morogoro,Mvomero,Mvomero,Msikitini,,Mikumi veta,-6.4349228812,37.5297343847,333.5674095848,tablet,4.0,True,36957248B51202481578817,72390352B62121337619186,66589294B51316778792813
TZ-ADDO-00068,KD Dldm,Retail A,TFDA,166,Morogoro,Morogoro,Mvomero,Mvomero,Barabarani,,Mikumi,-6.4395143895,37.5307569736,334.2391015069,tablet,4.0,True,36957248B51202481578817,72390352B62121337619186,66589294B51316778792813
TZ-ADDO-00069,Kukulala dldm,Retail A,TFDA,663,Morogoro,Morogoro,Mvomero,Mvomero,Kamsweke Tmk,,Mikumi,-6.3073441737,37.4467969793,392.6027622558,tablet,4.0,True,36957248B51202481578817,72390352B62121337619186,66589294B51316778792813
TZ-ADDO-00070,Mlinamba dldm,Retail A,TFDA,663,Morogoro,Morogoro,Mvomero,Mvomero,Kijojo,,,-6.3038017691,37.4427190544,379.7776713269,tablet,4.0,True,36957248B51202481578817,72390352B62121337619186,66589294B51316778792813
TZ-ADDO-00071,Yoko 1dldm,Retail A,TFDA,663,Morogoro,Morogoro,Mvomero,Dakawa,Sokoine Ranch,,Mikumi,-6.5637377004,37.5777428043,367.1333186679,tablet,4.0,True,36957248B51202481578817,72390352B62121337619186,
TZ-ADDO-00072,Bethel,Retail A,,1892,Morogoro,Morogoro,Mvomero,Dakawa,Gamba,,Morogoro mjini,-6.4350658086,37.5324483921,343.7076521894,tablet,4.0,True,36957248B51202481578817,72390352B62121337619186,
TZ-ADDO-00073,Balahau dldm,Retail A,TFDA,42,Morogoro,Morogoro,Mvomero,Mvomero,Sokoni,,Social hall Morogoro,-6.3061461607,37.4443393065,372.127142237,tablet,4.0,True,36957248B51202481578817,72390352B62121337619186,66589294B51316778792813
TZ-ADDO-00074,Nangawe dldm,Retail A,,663,Morogoro,Morogoro,Mvomero,Mvomero,Mvomero Stand,,Social morogoro,-6.3040208149,37.4445609293,367.5112250443,tablet,4.0,True,36957248B51202481578817,72390352B62121337619186,66589294B51316778792813
TZ-ADDO-00075,Migile DLDM,Retail A,TFDA,663,Morogoro,Morogoro,Mvomero,Mvomero,Sokoine Ranch,,Morogoro municipal,-6.5627480427,37.5787124558,374.4402163335,tablet,4.0,True,36957248B51202481578817,72390352B62121337619186,66589294B51316778792813
TZ-ADDO-00076,Roy medics,Retail A,TFDA,,Dodoma,Dodoma,Dodoma Municipal,Nkuhungu,Tanesco,,Dodoma municipal,-6.1472076883,35.7218242814,1104.2289860179,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,
TZ-ADDO-00077,FR medics,Retail A,TFDA,1318,Dodoma,Dodoma,Dodoma Municipal,Chamwino,Area A,,Dodomal municipal,-6.1642112145,35.7342618063,1112.4655825023,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,66589294B40823962375037
TZ-ADDO-00078,Ellystar medics,Retail A,Pharmacy Council,,Dodoma,Dodoma,Dodoma Municipal,Kizota,Area A,,CCT,-6.1675702718,35.7343752884,1102.9750804231,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,66589294B12037103387862
TZ-ADDO-00079,Alba medics,Retail A,TFDA,,Dodoma,Dodoma,Dodoma Municipal,Kizota,Kisabuche,,Dodoma municipal,-6.1660671251,35.7313295503,1091.8698104549,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,66589294B12037103387862
TZ-ADDO-00080,Amani duka la dawa,Retail A,TFDA,,Dodoma,Dodoma,Dodoma Munucipal,Kizota,Sokoine,,Dodoma municipal,-6.1677162241,35.7247284955,1117.4222431445,tablet,4.0,True,36957248B94171853380228,,
TZ-ADDO-00081,G2 medics,Retail A,TFDA,583,Dodoma,Dodoma,Dodoma Munical,Kizota,Mkonongo,,Dodoma municipal,-6.1658166807,35.7215192759,1080.7532859078,tablet,4.0,True,36957248B94171853380228,,
TZ-ADDO-00082,Kalumbaleza duka la dawa,Retail A,TFDA,4210,Dodoma,Dodoma,Dodoma Municipal,Kizota,Kusabuje,,Dodoma municipal,-6.1696635167,35.729674224,1084.9495439859,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,66589294B12037103387862
TZ-ADDO-00083,Majallah medics,Retail A,TFDA,2752,Dodoma,Dodoma,Dodoma Municipal,Nkuhungu,Nkuhungu,,Dodoma municipal,-6.1633268278,35.7193038488,1066.8054718378,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,
TZ-ADDO-00084,2H medics,Retail A,TFDA,,Dodoma,Dodoma,Dodoma Municipal,Nkuhungu,Bati Jekundu,,Milembe,-6.1591134237,35.721469015,1070.6854992359,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,
TZ-ADDO-00085,Imani duka la dawa7,Retail A,TFDA,2380,Dodoma,Dodoma,Dodoma Municipal,Nkuhungu,Salama,,Dodoma municipal,-6.1501727833,35.7244359986,1106.3549172967,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,
TZ-ADDO-00086,Masange medics,Retail A,TFDA,,Dodoma,Dodoma,Dodoma Municipal,Nkuhungu,Ccm,,Dodoma municipal,-6.1415838107,35.722568999800004,1154.5121638766,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,
TZ-ADDO-00087,Mika medics,Retail A,TFDA,910,Dodoma,Dodoma,Dodoma Municipal,Kizota,Relini,,Dodoma municipal,-6.1674059685,35.7231281343,1083.8147138056,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,66589294B12037103387862
TZ-ADDO-00088,KJ medics,Retail A,Pharmacy Council,1249,Dodoma,Dodoma,Dodoma Municipal,Nkuhungu,Salama,,Dodoma municipal,-6.1535881747,35.7250301145,1101.538618434,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,
TZ-ADDO-00089,Happy medics,Retail A,TFDA,,Dodoma,Dodoma,Dodoma Municipal,Nkuhungu,Ccm,,Marangu,-6.1430398472,35.7250854058,1097.759322993,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,
TZ-ADDO-00090,Shalom DLDM,Retail A,Pharmacy Council,761,Dodoma,Dodoma,Dodoma Municipal,Nkuhungu,Salama-Kizota,,Arusha municipal,-6.1490277237,35.7245899644,1087.7520224957,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,
TZ-ADDO-00091,Haleluya medics,Retail A,TFDA,71,Dodoma,Dodoma,Dodoma Municipal,Nkuhungu,Ccm-Nkuhungu,,Dodoma municipal,-6.1436469009,35.7258028615,1110.9800197799,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,
TZ-ADDO-00092,Hope dldm,Retail A,TFDA,764,Iringa,Iringa,Kilolo Dc,Dabaga,Kati,,Iringa mc,-8.1043340173,35.9032726195,1911.9,tablet,5.0,True,36957248B77241623821364,72390352B38467377597679,66589294B46509439391322
TZ-ADDO-00093,Tumainia dldm,Retail A,,,Iringa,Iringa,Kilolo Dc,Mtitu,Lulanzi,,,-7.9820182454,35.8767019864,2038.6,tablet,5.0,True,36957248B77241623821364,72390352B38467377597679,66589294B19731444301452
TZ-ADDO-00094,Tumainia dldm,Retail A,Pharmacy Council,,Iringa,Iringa,Kilolo Dc,Mtitu,Lulanzi,,,-7.9820182454,35.8767019864,2038.6,tablet,5.0,True,36957248B77241623821364,72390352B38467377597679,66589294B19731444301452
TZ-ADDO-00095,Tumainia dldm,Retail A,Pharmacy Council,,Iringa,Iringa,Kilolo Dc,Mtitu,Lulanzi,,,-7.9820182454,35.8767019864,2038.6,tablet,5.0,True,36957248B77241623821364,72390352B38467377597679,66589294B19731444301452
TZ-ADDO-00096,RUBBY COSMETICS NA DAWA,Retail A,Pharmacy Council,149,Mbeya,MBEYA,Mbeya City,Majengo,Club Road,,Sido Allergy,-8.8930924692,33.4315176236,1723.7621187442,tablet,4.0,True,36957248B75876472342648,,
TZ-ADDO-00097,MICHAEL DUKA LA DAWA MUHIMU,Retail A,Pharmacy Council,842,Mbeya,MBEYA,Mbeya City,Nzovwe,Kilimahewa,,Mbozi,-8.9144763034,33.4321340736,1634.037888264,tablet,6.0,True,36957248B75876472342648,,
TZ-ADDO-00098,JOYCE DUKA LA DAWA MUHIMU,Retail A,Pharmacy Council,,Mbeya,MBEYA,Mbeya City,Nzovwe,Nzove,,Mbeya city,-8.9215617518,33.4278022831,1621.791151428,tablet,4.0,True,36957248B75876472342648,,
TZ-ADDO-00099,Mama Neema DUKA LA DAWA MUHIMU,Retail A,Pharmacy Council,1586,Mbeya,MBEYA,Mbeya City,Nzovwe,Ndanyera,,Makambako,-8.9220752428,33.4280245604,1630.8733373516,tablet,4.0,True,36957248B75876472342648,,
TZ-ADDO-00100,lUBIGA DUKA LA DAWA MUHIMU,Retail A,Pharmacy Council,419,Mbeya,MBEYA,Mbeya City,Nzovwe,Ndanyera,,Mbeya city,-8.9252508207,33.4246111044,1600.2890724713,tablet,4.0,True,36957248B75876472342648,,
TZ-ADDO-00101,KISA MEDICS,Retail A,Pharmacy Council,925,Mbeya,MBEYA,Mbeya City,Iyunga,Ccm,,Kyela,-8.9275190529,33.4158325365,1601.2553595067,tablet,4.0,True,36957248B75876472342648,,
TZ-ADDO-00102,MARRY DUKA LA DAWA MUHIMU,Retail A,TFDA,,Mbeya,MBEYA,Mbeya City,Kalobe,Juakali,,,-8.9203994022,33.4177054896,1587.0110824892,tablet,4.0,True,36957248B75876472342648,,
TZ-ADDO-00103,MIRACLE DUKA LA DAWA MUHIMU,Retail A,TFDA,3569,Mbeya,MBEYA,Mbey City,Kalobe,Majengo B,,Mbeya city,-8.9188249777,33.4239278973,1608.8823943179,tablet,4.0,True,36957248B75876472342648,,
TZ-ADDO-00104,JULIANA DUKA LA DAWA MUHIMU NA VIPODOZI,Retail A,Pharmacy Council,3478,Mbeya,MBEYA,Mbeya City,Majengo,Majengo Kasikazini,,Mbeya city,-8.8960162254,33.4319328333,1703.1336364378,tablet,4.0,True,36957248B75876472342648,,
TZ-ADDO-00105,LEWIS DUKA LA DAWA MUHIMU,Retail A,TFDA,,Mbeya,MBEYA,Mbeya City,Mabatini,Mabatini,,Mbeya city,-8.9111918366,33.4308605864,1691.4227162651,tablet,4.0,True,36957248B75876472342648,,
TZ-ADDO-00106,Wema DLDM,Retail A,Pharmacy Council,,Kilimanjaro,Kilimanjaro,Same,Same,Majevu,,Moshi municipal,-4.064555252,37.747471109,883.8,tablet,5.0,True,36957248B55328686942733,72390352B83063272545753,66589294B50786507244029
TZ-ADDO-00107,Upendo,Retail A,TFDA,328,Lindi,Lindi,Lindi Dc,Kilangala,Kilangala,,Lindi,-9.7275618184,39.5787905529,76.9,tablet,5.0,True,36957248B69769580879919,,
TZ-ADDO-00108,Mnekano DLDM,Retail A,TFDA,328,Lindi,Lindi,Lindi Dc,Kiwalala,Nalunyu,,Not attended,-10.1912612328,39.5362484548,49.7,tablet,5.0,True,36957248B69769580879919,,
TZ-ADDO-00109,KHAO DLDM,Retail A,,152,Lindi,Lindi,Lindi Dc,Kiwalala,Nalunyu,,Lindi,-10.1925513754,39.5354811754,60.2,tablet,10.0,True,36957248B69769580879919,,
TZ-ADDO-00110,Tumaini,Retail A,TFDA,328,Lindi,Lindi,Lindi Dc,Kitomanga,Kitomanga,,Lindi,-9.6714152209,39.5470798854,118.8,tablet,5.0,True,36957248B69769580879919,,
TZ-ADDO-00111,ZAMUNI DLDM,Retail A,TFDA,328,Lindi,Lindi,Lindidc,Nyengedi,Nyengedi,,Lindi,-10.2509340551,39.4263348822,99.1,tablet,10.0,True,36957248B69769580879919,,
TZ-ADDO-00112,JDF DLDM,Retail A,TFDA,24,Lindi,Lindi,Lindi Dc,Nyengedi,Nyengedni B,,Lindi,-10.2517178888,39.4233919121,112.2,tablet,5.0,True,36957248B69769580879919,,
TZ-ADDO-00113,MBILA DLDM,Retail A,TFDA,51,Lindi,Lindi,Lindi Dc,Mtama,Mihogoni,,Lindi,-10.3009936307,39.3717882223,99.0,tablet,5.0,True,36957248B69769580879919,,
TZ-ADDO-00114,Love DLDM,Retail A,TFDA,14,Lindi,Lindi,Lindi Dc,Mtama,Mihogoni,,Nachingwea,-10.3025002358,39.3684600201,109.7,tablet,5.0,True,36957248B69769580879919,,
TZ-ADDO-00115,Happy,Retail A,,32,Lindi,Lindi,Lindi,Mtama,Mihogoni,,Lindi,-10.3031338658,39.368473012,112.9,tablet,5.0,True,36957248B69769580879919,,
