addo_uid,addo_name,business_type,accreditation_source,po_box,region,region_raw_clean,district,ward,village_street,phone,training_center,latitude,longitude,altitude,gps_source,gps_accuracy,has_coords,gid_region,gid_district,gid_ward
TZ-ADDO-02581,GEMIMA DLDM,Retail A,Pharmacy Council,71146,Dar es Salaam,DAR ES SALAAM,Kinondoni,Saranga,Stop Over-Suka,,,-6.79255683,39.14689217,101.0999984741,tablet,5.0,True,36957248B2633782293100,72390352B66429416458525,66589294B87834915372124
TZ-ADDO-02582,BWALONI,Retail A,Pharmacy Council,,Dar es Salaam,DAR ES SALAAM,Kinondoni,Bwaloni,Msuguli/Msigani,,KINONDONI,-6.79870481,39.12743562,121.8000030518,tablet,5.0,True,36957248B2633782293100,72390352B66429416458525,
TZ-ADDO-02583,J.J DLDM,Retail A,Pharmacy Council,61665DSM,Dar es Salaam,DAR ES SALAAM,Kinondoni,Mbezi,Kibanda Cha Mkaa,,KINONDONI,-6.78273489,39.12434895,94.9000015259,tablet,5.0,True,36957248B2633782293100,72390352B66429416458525,66589294B84299849713105
TZ-ADDO-02584,KAM dldm,Retail A,,55,Mwanza,Mwanza,Ukerewe,Nkilizye,Nkilizye,,,-2.0901163256,33.094670086,1184.1198916036,tablet,4.0,True,36957248B97200142584881,72390352B65036310172855,66589294B1289087862581
TZ-ADDO-02585,KB dldm,Retail A,TFDA,-,Geita,Geita,Geita Dc,Katoro,Ccm Street,,Geita dc,-3.0090711359,31.9338569138,1314.0,tablet,5.0,True,36957248B67527021942185,72390352B97667671873629,66589294B37966380815069
TZ-ADDO-02586,Mbaanaha Dldm,Retail A,,Mtyangimbole,Ruvuma,Ruvuma,Songea Dc,Mtyangimbole,Mtyangimbole,,Mbinga Dc,-10.3956892946,35.6664515969,1035.0650156842,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-02587,Hengula Dldm,Retail A,,745 Sonngea,Ruvuma,Ruvuma,Songea Dc,Gumbiro,Gumbiro,,Songea town,-10.2648250797,35.6528926006,929.7244868767,tablet,4.0,True,36957248B86098654739756,,
TZ-ADDO-02588,Demo Dldm,Retail A,TFDA,468 Songea,Ruvuma,Ruvuma,Songea Dc,Gumbiro,Hangangadinda,,Songea town,-10.2047407701,35.6714316189,833.6409025295,tablet,4.0,True,36957248B86098654739756,,
TZ-ADDO-02589,Brightness,Retail A,,Mkongotema,Ruvuma,Ruvuma,Songea Dc,Madaba,Lipupuma,,Songea town,-9.8994853068,35.4691055278,1009.6933294873,tablet,4.0,True,36957248B86098654739756,,
TZ-ADDO-02590,Sekela Dldm,Retail A,,Magingo,Ruvuma,Ruvuma,Songea Dc,Mkongotema,Magingo,,Tunduru Dc,-9.9016844766,35.4483662969,1052.1260462639,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-02591,Double Z,Retail A,,10,Manyara,Manyara,Kiteto,Matui,Matui,,,-5.48355463,36.38877457,1396.4000244141,tablet,3.0,True,36957248B99133684808243,72390352B80776151350042,66589294B6290516184501
TZ-ADDO-02592,Mahala DLDM,Retail A,Pharmacy Council,227,Mbeya,Mbeya,Rungwe,Mpuguso,Ushilika,,Mbinga,-9.3238727236,33.6581799388,1215.0,tablet,5.0,True,36957248B75876472342648,72390352B86695961679763,66589294B7521322331177
TZ-ADDO-02593,Kunyumba DLDM,Retail A,Pharmacy Council,344,Mbeya,Mbeya,Rungwe,Mpuguso,Ushirika,,Mbeya municipal,-9.3237034511,33.6579905916,1255.9,tablet,5.0,True,36957248B75876472342648,72390352B86695961679763,66589294B7521322331177
TZ-ADDO-02594,DEINOGE DLDM,Retail A,Pharmacy Council,103 MAHENGE,Morogoro,MOROGORO,Ulanga,Uponera,Uponera,,MOROGORO URBAN,-8.6884177521,36.7278299997,976.8935628887,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,
TZ-ADDO-02595,Baraka DLDM,Retail A,Pharmacy Council,,Mbeya,Mbeya,Rungwe,Mpuguso,Mpuguso,,Mbozi,-9.3254084559,33.6579891667,1274.8,tablet,5.0,True,36957248B75876472342648,72390352B86695961679763,66589294B7521322331177
TZ-ADDO-02596,SHAMAK DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Vigoi,Msikitini,,,-8.6810051923,36.7163911101,972.0910586225,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B79281536921840
TZ-ADDO-02597,SABUYI DLDM,Retail A,Pharmacy Council,,Morogoro,MOROGORO,Ulanga,Kichangani,Kichangani,,IGUNGA,-8.4295817704,36.682205396,303.1733905907,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B89085764321788
TZ-ADDO-02598,IBRAH DLDM,Retail A,Pharmacy Council,,Morogoro,MOROGORO,Ulanga,Lupiro,Igota,,,-8.4090619216,36.6782421966,297.9658544158,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B94857739224184
TZ-ADDO-02599,SAMARITANI DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Lupiro,Lupiro,,CHUNYA,-8.3928091957,36.6732583935,310.9573482334,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B94857739224184
TZ-ADDO-02600,WADUGU WADUGU DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Lupiro,Lupiro Kati,,MAHENGE,-8.3911505595,36.6720426032,291.5993152307,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B94857739224184
TZ-ADDO-02601,THEO DLDM,Retail A,,,Morogoro,MOROGORO,Ulanga,Lupiro,Lupiro,,NJOMBE,-8.3898126973,36.6712249886,292.03532125,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B94857739224184
TZ-ADDO-02602,HAPPY DLDM5,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Lupiro,Lupiro,,,-8.386739562,36.6716011205,299.8212428428,tablet,6.0,True,36957248B51202481578817,72390352B93515871634078,66589294B94857739224184
TZ-ADDO-02603,MINEPA DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Minepa,Minepa,,MOROGORO URBAN,-8.2688667432,36.6806263574,251.7984839747,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B87074482361364
TZ-ADDO-02604,Mali medics,Retail A,,43,Mara,MarA,Serengeti,Kibachobacho,Daraja Mbili,,,-1.7478154118,34.5659419344,1404.3436771239,tablet,8.0,True,36957248B94562559517692,72390352B48676394939092,
TZ-ADDO-02605,"Tina, s DLDM",Retail A,Pharmacy Council,,Mbeya,Mbeya,Rungwe,Ibigi,Ituma,,Mbozi,-9.2200701032,33.6419502273,1465.7,tablet,5.0,True,36957248B75876472342648,72390352B86695961679763,66589294B52524809867158
TZ-ADDO-02606,GLORY DLDM,Retail A,,,Morogoro,MOROGORO,Ulanga,Milola,Mavimba,,MAHENGE,-8.3135840222,36.6788035541,290.116756305,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,
TZ-ADDO-02607,IMANI DLDM,Retail A,Pharmacy Council,,Morogoro,MOROGORO,Ulanga,Milora,Milora,,NJOMBE,-8.3319324529,36.6723345836,306.7086883527,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,
TZ-ADDO-02608,JASI,Retail A,,,Morogoro,MOROGORO,Ulanga,Milola,Igumbiro,,IFAKARA,-8.3592839906,36.6712271744,295.1804387846,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,
TZ-ADDO-02609,MBUKUSWA DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Igawa,Igawa,,,-8.8923547375,36.1270213893,318.109422626,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,
TZ-ADDO-02610,PESA MBILI DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Malinyi,Makelele,,MAHENGE,-8.9322795224,36.1276524333,269.3244353241,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B82567237592430
TZ-ADDO-02611,Kisa DLDM,Retail A,Pharmacy Council,925,Mbeya,Mbeya,Rungwe,Kyimo,Kyimo,,Songea municipal,-9.2082027532,33.5894749034,1333.4,tablet,5.0,True,36957248B75876472342648,72390352B86695961679763,66589294B35520994386577
TZ-ADDO-02612,MAPUNDA DLDM,Retail A,,,Morogoro,MOROGORO,Ulanga,Malinyi,Kipingu,,,-8.9352578489,36.1230435007,251.1792863856,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B82567237592430
TZ-ADDO-02613,KIPINGOO DLDM,Retail A,,,Morogoro,MOROGORO,Ulanga,Malinyi,Kipingo,,,-8.9371531876,36.1271081611,275.8766883859,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B82567237592430
TZ-ADDO-02614,SEGESE DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Malinyi,Kipingo,,IFAKARA,-8.9374810033,36.1312958201,246.6698783301,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B82567237592430
TZ-ADDO-02615,UPENDO DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Malinyi,Kipingo,,IFAKARA,-8.9380160208,36.1320410452,284.2843469616,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B82567237592430
TZ-ADDO-02616,LOTI DLDM,Retail A,,,Morogoro,MOROGORO,Ulanga,Malinyi,Kipingo,,IFAKARA,-8.9387394507,36.1346421044,264.7285978797,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B82567237592430
TZ-ADDO-02617,KILEMBO DLDM,,TFDA,,Morogoro,MOROGORO,Ulanga,Malinyi,Malinyi,,KILOMBERO,-8.9388420831,36.1367775591,280.0398976905,tablet,6.0,True,36957248B51202481578817,72390352B93515871634078,66589294B82567237592430
TZ-ADDO-02618,TUMAINI DLDM,Retail A,,,Morogoro,MOROGORO,Ulanga,Malinyi,Malinyi,,IFAKARA,-8.9425226509,36.1391792809,273.8596658744,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B82567237592430
TZ-ADDO-02619,SAYUNI DLDM,Retail A,,,Morogoro,MOROGORO,Ulanga,Malinyi,Malinyi,,IFAKARA,-8.9412368867,36.1389262482,274.1327691233,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B82567237592430
TZ-ADDO-02620,Zewa/ zena,Retail A,Pharmacy Council,42,Mbeya,Mbeya,Rungwe-Tukuyu,Kiwira,Mpandapanda,,Mbeya,-9.1729540424,33.5399241094,1352.2,tablet,5.0,True,36957248B75876472342648,,
TZ-ADDO-02621,AFYA DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Malinyi,Malinyi,,KILOSA,-8.94408643,36.1384164736,283.8438878689,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B82567237592430
TZ-ADDO-02622,ALFA DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Malinyi,Malinyi,,MAHENGE,-8.9438919901,36.1380863701,285.9908849187,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B82567237592430
TZ-ADDO-02623,NGEMELA DLDM,Retail A,Pharmacy Council,,Morogoro,MOROGORO,Ulanga,Malinyi,Makugira A,,MAHENGE,-8.9438556492,36.1470049691,291.7710782853,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B82567237592430
TZ-ADDO-02624,ST.PIO WA 10,Retail A,,50 MALINYI,Morogoro,MOROGORO,Ulanga,Malinyi,Misegesi,,,-8.9418131034,36.1639067877,290.9151387129,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B82567237592430
TZ-ADDO-02625,GREEN LEAF DLDM,Retail A,,,Morogoro,MOROGORO,Ulanga,Malinyi,Misegese,,,-8.9445654633,36.1894517059,333.9808863768,tablet,6.0,True,36957248B51202481578817,72390352B93515871634078,66589294B82567237592430
TZ-ADDO-02626,ANETH DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Malinyi,Misegese,,IFAKARA,-8.9443086464,36.190966694,283.0361568476,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B82567237592430
TZ-ADDO-02627,Salama DLDM,Retail A,Pharmacy Council,,Mbeya,Mbeya,Rungwe,Kiwira,Mpandapanda,,Jafari kyela,-9.1715116845,33.5402814299,1356.3,tablet,5.0,True,36957248B75876472342648,72390352B86695961679763,66589294B9686881644108
TZ-ADDO-02628,TUMAINI DLDM,Retail A,,,Morogoro,MOROGORO,Ulanga,Malinyi,Mwembeni,,IFAKARA,-8.9562416657,36.210253375,267.5400074815,tablet,6.0,True,36957248B51202481578817,72390352B93515871634078,66589294B82567237592430
TZ-ADDO-02629,MSAMARIA DLDM,Retail A,Pharmacy Council,,Morogoro,MOROGORO,Ulanga,Sofi,Sofi Majiji,,MAHENGE,-8.9312519379,36.2685052281,299.0666086909,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B13980288188380
TZ-ADDO-02630,MAKETE DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Sofi Majiji,Sofi Majiji,,MAHENGE,-8.929178993,36.2661636194,301.5157070217,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,
TZ-ADDO-02631,Mahende duka la dawa,Retail A,,100,Mara,Mara,Serengeti,Kebanjebanje,Msati,,,-1.7273396161,34.5093784218,1297.045820896,tablet,6.0,True,36957248B94562559517692,72390352B48676394939092,
TZ-ADDO-02632,MATOLA DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Mtimbira,Sofi Majiji,,ULANGA,-8.9285442668,36.2655075226,328.4397944243,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B64756519529917
TZ-ADDO-02633,HABIBU DLDM,Retail A,,,Morogoro,MOROGORO,Ulanga,Sofi,Kiswago,,IFAKARA,-8.9007254331,36.2988273275,318.3810902041,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B13980288188380
TZ-ADDO-02634,UPENDO DLDM,Retail A,,,Morogoro,MOROGORO,Ulanga,Usangule,Kalengakero,,IFAKARA,-8.8008224972,36.3551329997,262.3947671979,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B7470503933525
TZ-ADDO-02635,Sharifa DLDM,Retail A,TFDA,,Mbeya,Mbeya,Rungwe,Kiwira,Kiwira Tandale,,Mbozi,-9.1678159777,33.5426687635,1375.6,tablet,5.0,True,36957248B75876472342648,72390352B86695961679763,66589294B9686881644108
TZ-ADDO-02636,OBRITT DLDM,Retail A,,,Morogoro,MOROGORO,Ulanga,Usangule,Usangule,,IFAKARA,-8.7907066145,36.3567268419,298.5537346273,tablet,6.0,True,36957248B51202481578817,72390352B93515871634078,66589294B7470503933525
TZ-ADDO-02637,UPENDO DLDM,Retail A,,,Morogoro,MOROGORO,Ulanga,Usengule,Usengule,,ULANGA,-8.789223769,36.3569521199,257.0751532647,tablet,6.0,True,36957248B51202481578817,72390352B93515871634078,66589294B7470503933525
TZ-ADDO-02638,KWAMTIMILI DLDM2,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Usangule,Usangule,,,-8.7879781341,36.3571266927,267.8359812377,tablet,6.0,True,36957248B51202481578817,72390352B93515871634078,66589294B7470503933525
TZ-ADDO-02639,MAKETE DLDM,Retail A,,,Morogoro,MOROGORO,Ulanga,Mtimbira,Mtimbira,,IFAKARA,-8.7863581692,36.3578948122,305.6319653487,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B64756519529917
TZ-ADDO-02640,UMOJA DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Mtimbira,Mtimbira,,ULANGA,-8.7843680725,36.3599644169,270.1368860102,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B64756519529917
TZ-ADDO-02641,CHAMANGI KWETU DLDM,Retail A,Pharmacy Council,,Morogoro,MOROGORO,Ulanga,Madibira,Madibira,,,-8.7756953475,36.3630865555,281.83895186,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B64756519529917
TZ-ADDO-02642,UZIMA DLDM,Retail A,Pharmacy Council,,Morogoro,MOROGORO,Ulanga,Mtimbira,Madibira,,,-8.7797232751,36.366097784,302.7782070303,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B64756519529917
TZ-ADDO-02643,DHAMANA DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Mtimbira,Munga,,,-8.7835561778,36.3662144652,274.7172422203,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B64756519529917
TZ-ADDO-02644,MKOMBOZI DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Mtimbira,Munga,,ULANGA,-8.7826347754,36.3647424656,264.8538732354,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B64756519529917
TZ-ADDO-02645,Mwakasole DLDM,Retail A,,,Mbeya,Mbeya,Rungwe,Isongole,Isongole,,,-9.0328032151,33.6047753971,1975.3,tablet,5.0,True,36957248B75876472342648,72390352B86695961679763,66589294B20489869809133
TZ-ADDO-02646,KACHENJE DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Mtimbira,Mtimbira,,IFAKARA,-8.7828291246,36.3631201186,296.2017756704,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B64756519529917
TZ-ADDO-02647,GREEN LEAF DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Mtimbira,Mtimbira,,MBOZI,-8.7814392665,36.3633801854,314.0491096163,tablet,6.0,True,36957248B51202481578817,72390352B93515871634078,66589294B64756519529917
TZ-ADDO-02648,IKUMBUKE SABATO DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Mtimbira,Mtimbira,,MBARALI,-8.7832178683,36.3616977776,291.7028185691,tablet,6.0,True,36957248B51202481578817,72390352B93515871634078,66589294B64756519529917
TZ-ADDO-02649,KWAMPOLA DLDM,Retail A,Pharmacy Council,,Morogoro,MOROGORO,Ulanga,Mtimbira,Kipenyo,,,-8.7549297977,36.383387635,336.4240218567,tablet,6.0,True,36957248B51202481578817,72390352B93515871634078,66589294B64756519529917
TZ-ADDO-02650,ZULFAH DLDM,Retail A,Pharmacy Council,,Morogoro,MOROGORO,Ulanga,Itete,Njiwa,,NJOMBE,-8.6764733265,36.4096951869,307.2843874912,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B47467604537083
TZ-ADDO-02651,MLIMAWOSI DLDM,Retail A,,,Morogoro,MOROGORO,Ulanga,Itete,Njiwa,,KILOSA,-8.6737943768,36.4100781043,308.8886469348,tablet,6.0,True,36957248B51202481578817,72390352B93515871634078,66589294B47467604537083
TZ-ADDO-02652,AMANI DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Itete,Njiwa,,KILOSA,-8.6737203056,36.4116425207,290.0500076046,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B47467604537083
TZ-ADDO-02653,SAULO DLDM1,Retail A,,,Morogoro,MOROGORO,Ulanga,Minazini,Minazini,,IFAKARA,-8.656643085,36.4190062381,307.5480062412,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,
TZ-ADDO-02654,MINAZINI DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Minazini,Minazini,,MOROGORO URBAN,-8.6567399759,36.4197469666,319.3484030399,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,
TZ-ADDO-02655,MKEKAA DLDM,Retail A,,,Morogoro,MOROGORO,Ulanga,Itete,Minazini,,,-8.6577755907,36.4211414642,329.8615762708,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B47467604537083
TZ-ADDO-02656,ATHUN DLDM,Retail A,,,Morogoro,MOROGORO,Ulanga,Iragua,Iragua,,ULANGA,-8.5224170514,36.5167794155,321.406488151,tablet,6.0,True,36957248B51202481578817,72390352B93515871634078,66589294B9232360818712
TZ-ADDO-02657,MPALANG'OMBE DLDM,Retail A,Pharmacy Council,,Morogoro,MOROGORO,Ulanga,Iragua,Kidugalo,,NJOMBE,-8.5103132627,36.5246844986,301.2093984838,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B9232360818712
TZ-ADDO-02658,MWAKYEMBE DLDM,Retail A,Pharmacy Council,,Morogoro,MOROGORO,Ulanga,Iragua,Kidugalo,,MBARALI,-8.5087246738,36.5254745691,302.0789960796,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B9232360818712
TZ-ADDO-02659,UGUA POLE NO.1 DLDM,Retail A,Pharmacy Council,171 MAHENGE,Morogoro,MOROGORO,Ulanga,Mahenge,Mahenge,,MOROGORO URBAN,-8.6816993362,36.7167644471,1006.4334212288,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,66589294B58936874498223
TZ-ADDO-02660,UGUAA POLE NO.2 DLDM,Retail A,Pharmacy Council,171 MAHENGE,Morogoro,MOROGORO,Ulanga,Mahenge Mjini,Mahenge Mjini,,MBOZI,-8.6819229066,36.7171692534,1003.8937206124,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,
TZ-ADDO-02661,INNOCENT DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Ulanga,Mahenge Mjini,Mahenge Mjini,,MAHENGE,-8.6826625784,36.7168060336,1035.5377450635,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,
TZ-ADDO-02662,TUMAINI DLDM,Retail A,Pharmacy Council,67 MAHENGE,Morogoro,MOROGORO,Ulanga,Mahenge Mjini,Mahenge Mjini,,MOROGORO URBAN,-8.682924314,36.7126975748,1009.7657437311,tablet,8.0,True,36957248B51202481578817,72390352B93515871634078,
TZ-ADDO-02663,Idueli DLDM,Retail A,Pharmacy Council,,Mbeya,Mbeya,Rungwe,Isongole,Idweli,,Jafari kyela,-9.0314489091,33.603600841,1984.6,tablet,5.0,True,36957248B75876472342648,72390352B86695961679763,66589294B20489869809133
TZ-ADDO-02664,ALVIS DLDM,Retail A,Pharmacy Council,67 MAHENGE,Morogoro,MOROGORO,Ulanga,Vigoi,Vigoi,,MAHENGE,-8.6768043411,36.7085684182,972.5000674372,tablet,6.0,True,36957248B51202481578817,72390352B93515871634078,66589294B79281536921840
TZ-ADDO-02665,CHITALE DLDM,Retail A,TFDA,1880 MOROGORO,Morogoro,MOROGORO,Morogoro Rural,Mikese,Fulwe,,KILOSA,-6.7500381905,37.8775102787,411.0843712524,tablet,8.0,True,36957248B51202481578817,,
TZ-ADDO-02666,BANYAMBALA DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Morogoro Rural,Ngerengere,Ngerengere,,MOROGORO URBAN,-6.7622941253,38.124862153,176.5748980525,tablet,8.0,True,36957248B51202481578817,,
TZ-ADDO-02667,SANDE DLDM,Retail A,TFDA,,Morogoro,MOROGORO,Morogoro Rural,Ngerengere,Ngerengere,,MOROGORO RURAL,-6.7628520738,38.1258212636,164.8958536489,tablet,8.0,True,36957248B51202481578817,,
TZ-ADDO-02668,Siki DLDM,Retail A,TFDA,679,Manyara,Manyara,Babati,Gallapo,Hallu,,Babati DC,-4.2925167,35.89251629,1262.6999511719,tablet,5.0,True,36957248B99133684808243,72390352B12207219772126,66589294B86809406874320
TZ-ADDO-02669,Ndaga,Retail A,Pharmacy Council,,Mbeya,Mbeya,Rungwe,Isongole,Ndaga,,Mbozi,-9.0698437672,33.5767255258,1903.2,tablet,5.0,True,36957248B75876472342648,72390352B86695961679763,66589294B20489869809133
TZ-ADDO-02670,MAZIKU DLDM,Retail A,,,Morogoro,MOROGORO,Ulanga,Minepa,Minepa,,NJOMBE,-8.2698425395,36.6814625051,228.6738264893,tablet,6.0,True,36957248B51202481578817,72390352B93515871634078,66589294B87074482361364
TZ-ADDO-02671,Kyak's DLDM,Retail A,Pharmacy Council,,Mbeya,Mbeya,Rungwe,Isongole,Ndaga,,Tukuyu,-9.0700473636,33.5764209274,1912.2,tablet,5.0,True,36957248B75876472342648,72390352B86695961679763,66589294B20489869809133
TZ-ADDO-02672,Vitu DLDM,Retail A,Pharmacy Council,,Mbeya,Mbeya,Rungwe,Isongole,Ntokela,,Mbozi District,-9.0834436147,33.5618985258,1807.1,tablet,5.0,True,36957248B75876472342648,72390352B86695961679763,66589294B20489869809133
TZ-ADDO-02673,Tuonane Ntamba,Retail A,Pharmacy Council,,Mbeya,Mbeya,Rungwe,Isongole,Ntokela,,Mbeya municipal,-9.0825577313,33.5627302621,1817.5,tablet,5.0,True,36957248B75876472342648,72390352B86695961679763,66589294B20489869809133
TZ-ADDO-02674,Mwantake's DLDM,Retail A,Pharmacy Council,,Mbeya,Mbeya,Rungwe,Isongole,Ntokela,,,-9.0850044927,33.5615841206,1824.0,tablet,5.0,True,36957248B75876472342648,72390352B86695961679763,66589294B20489869809133
TZ-ADDO-02675,Pole Mrdics,Retail A,Pharmacy Council,,Dar es Salaam,Dar es salaam,Temeke,Vijibweni,Kigoma,,Songea,-6.86770932,39.31045706,-19.3999996185,tablet,5.0,True,36957248B2633782293100,72390352B94835751472469,66589294B15352552166320
TZ-ADDO-02676,Joly DLDM,Retail A,Pharmacy Council,3857,Mbeya,Mbeya,Rungwe-Tukuyu,Isongole,Ntokella,,Mbeya,-9.0878436109,33.5605380591,1787.1,tablet,5.0,True,36957248B75876472342648,,
TZ-ADDO-02677,Banyangosi DLDM,Retail A,Pharmacy Council,115,Mbeya,Mbeya,Rungwe,Kiwira,Mpandapanda,,Mbeya municipal,-9.1736099264,33.5388806462,1332.6,tablet,5.0,True,36957248B75876472342648,72390352B86695961679763,66589294B9686881644108
TZ-ADDO-02678,Makange DLDM,Retail A,Pharmacy Council,102,Mbeya,Mbeya,Rungwe,Kawetele Juu,Tukuyu Bus Stand,,Mufindi district,-9.2585349083,33.642762769,1500.0,tablet,5.0,True,36957248B75876472342648,72390352B86695961679763,66589294B36457355035623
TZ-ADDO-02679,Mapito DLDM,Retail A,Pharmacy Council,,Dar es Salaam,Dar es salaam,Temeke,Vijibweni,Vijibweni,,Temeke,-6.86252332,39.31027399,-11.6999998093,tablet,5.0,True,36957248B2633782293100,72390352B94835751472469,66589294B15352552166320
TZ-ADDO-02680,Zainabu medics,Retail A,,,Iringa,Iringa,Iringa District,Kalenga,Kalenga,,Kabanga kigoma,-7.8031186393,35.6016019428,1429.895341276,tablet,6.0,True,36957248B77241623821364,,
TZ-ADDO-02681,Mwakapila medics,Retail A,TFDA,11 Tosamaganga,Iringa,Iringa,Iringa District,Ipamba Tosamaganga,Ipamba,,Mbeya kyela,-7.8387978066,35.6026105495,1510.4381698131,tablet,6.0,True,36957248B77241623821364,,
TZ-ADDO-02682,Ipamba winfrida kalinda DLDMA,Retail A,Pharmacy Council,,Iringa,IRINGA,Iringa Dc,Kalenga,Ipamba Tosamaganga,,IRINGA MC,-7.8383182032,35.6017866407,1511.8130265736,tablet,4.0,True,36957248B77241623821364,,
TZ-ADDO-02683,MNZERU MEDICS,Retail A,,,Iringa,IRINGA,Iringa Dc,Mseke,Ugwachanya,,,-7.8620314183,35.6249564908,1577.0580772182,tablet,4.0,True,36957248B77241623821364,,
TZ-ADDO-02684,Fan Fan Duka la Dawa,Retail A,Pharmacy Council,,Dar es Salaam,Dar es salaam,Temeke,Vijibweni,Vijibweni,,Mlandizi,-6.86126015,39.31057877,-12.3000001907,tablet,5.0,True,36957248B2633782293100,72390352B94835751472469,66589294B15352552166320
TZ-ADDO-02685,MGIMBA,Retail A,,,Iringa,IRINGA,Iringa Dc,Mseke,Ugwachanya,,,-7.8623581144,35.6257044926,1582.9870876273,tablet,6.0,True,36957248B77241623821364,,
TZ-ADDO-02686,MARY MEDICINE,Retail A,,,Iringa,IRINGA,Iringa Dc,Tanangozi,Tanangozi,,,-7.9460660248,35.5654182393,1635.4951698799,tablet,4.0,True,36957248B77241623821364,,
